"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"1048","214","      Audio-video, photographic, and information processing equipment services (parts of 77 and 93)","DAVPRA3",77.676,78.52,79.12,79.225,79.45,79.752,80.002,80.081,80.183,80.504,80.897,80.926,80.821,80.8,80.915,80.916,81.019,81.084,80.598,80.791,80.821,80.973,81.088,81.093,80.782,80.638,80.862,80.926,81.032,81.167,80.976,81.113,81.158,81.697,81.891,82.459,82.548,82.785,83.094,83.55,84.016,84.523,84.959,85.495,86.062,86.455,86.979,87.486,88.148,88.658,89.142,89.522,89.912,90.403,90.884,91.442,91.966,92.528,92.046,92.361,92.913,93.286,93.679,93.887,94.152,94.276,94.313,94.548,94.819,95.034,95.166,95.744,96.257,96.769,95.983,95.163,94.281,94.131,93.922,94.278,97.118,94.978,95.136,94.684,93.549,92.836,92.705,92.528,92.459,92.078,91.729,92.152,92.279,92.137,92.245,92.396,92.628,92.765,92.82,92.928,93.335,93.88,94.343,94.917,95.473,96.192,97.033,97.492,98.106,98.822,99.214,99.936,100.24,100.152,99.87,100.032,100.325,100.713,100.983,101.08,100.929,100.664,100.293,99.818,99.525,99.412,99.482,99.625,99.843,100.132,100.206,100.072,99.702,99.836,100.461,101.596,102.047,101.805,100.853,100.762,101.55,103.222,104.303,104.787,104.661,105.038,105.926,107.336,108.167,108.406,108.046,107.946,108.109,108.541,109.085,109.737,110.606,111.026,110.991,110.491,110.065,109.71,109.429,108.903,108.121,107.078,106.685,106.95,107.71,108.164,108.309,108.136,107.928,107.685,107.404,107.238,107.188,107.255,107.269,107.226,107.131,107.245,107.567,108.101,108.278,108.093,107.54,107.508,108.001,109.03,109.759,110.181,110.299,110.494,110.768,111.127,111.383,111.534,111.579,111.524,111.366,111.103,111.026,111.136,110.139,109.835,109.824,109.113,108.941,108.998,108.776,108.831,109.004,109.297,109.589,109.881
"1049","215","        Cable and satellite television and radio services","DCTVRA3",65.669,66.654,67.256,67.519,67.824,68.241,68.65,68.804,68.984,69.528,70.363,70.773,71.149,71.416,71.788,71.847,72.171,72.393,71.719,72.209,72.413,72.727,73.143,73.451,73.145,73.065,73.553,73.712,73.889,74.063,73.637,73.707,73.576,74.219,74.249,74.846,74.595,74.612,74.754,75.13,75.522,75.999,76.358,76.892,77.488,77.811,78.357,78.889,79.677,80.235,80.772,81.143,81.531,82.1,82.663,83.358,84.014,84.751,83.849,84.243,85.025,85.545,86.108,86.389,86.785,86.966,87.036,87.436,87.915,88.333,88.638,89.657,90.598,91.543,90.484,89.381,88.18,88.108,87.942,88.644,89.342,90.009,90.445,89.965,88.582,87.607,87.494,87.283,87.196,86.604,86.019,86.575,86.671,86.349,86.38,86.457,86.778,86.947,86.974,87.053,87.557,88.229,88.762,89.443,90.086,90.951,91.976,92.416,93.132,94.002,94.467,95.472,95.931,95.888,95.627,96.074,96.776,97.678,98.479,99.095,99.414,99.532,99.448,99.158,99.091,99.252,99.64,100.087,100.594,101.164,101.38,101.239,100.734,100.921,101.811,103.42,104.031,103.629,102.194,101.983,103.014,105.306,106.723,107.25,106.878,107.263,108.418,110.349,111.487,111.814,111.318,111.229,111.554,112.3,113.239,114.374,115.877,116.74,116.953,116.504,116.169,115.949,115.846,115.41,114.635,113.514,113.308,114.029,115.494,116.493,117.018,117.059,117.036,116.947,116.79,116.792,116.955,117.282,117.48,117.547,117.48,117.689,118.176,118.944,119.211,118.971,118.21,118.184,118.902,120.374,121.391,121.945,122.034,122.281,122.687,123.257,123.636,123.821,123.809,123.688,123.453,123.104,123.011,123.179,121.801,121.398,121.406,120.408,120.177,120.271,120.069,120.202,120.479,120.903,121.329,121.755
"1050","216","        Photo processing","DFDVRA3",161.101,161.869,162.652,162.661,163.004,163.33,163.671,163.968,164.302,164.426,164.824,165.259,166.163,166.538,166.812,166.726,166.767,166.777,166.691,166.607,166.503,166.796,166.302,165.465,165.542,165.609,165.681,165.767,165.848,165.938,166.031,166.144,166.249,166.34,166.411,166.463,166.517,166.56,166.617,166.72,166.84,166.984,167.149,167.344,167.55,167.769,167.996,168.223,168.477,168.612,168.669,168.674,168.602,168.459,168.242,167.945,167.568,167.105,166.536,165.888,165.152,164.385,163.627,162.916,162.16,161.426,160.712,159.975,159.262,158.54,157.8,157.058,156.309,155.579,154.916,154.312,153.752,153.255,152.803,152.406,152.065,151.757,151.491,151.261,151.118,150.913,150.687,150.455,150.218,149.979,149.718,149.447,149.168,148.87,148.549,148.19,147.22,146.23,145.249,144.288,143.347,142.471,141.619,140.775,139.933,139.101,138.269,137.44,136.425,135.429,134.286,133.013,131.596,130.018,128.291,126.416,124.387,122.208,119.858,117.346,114.677,111.983,109.302,106.637,103.98,101.317,98.661,96.005,93.352,90.698,88.024,85.363,82.653,80.246,78.092,76.207,74.584,73.232,72.146,71.326,70.781,70.503,70.494,70.764,71.302,71.725,72.036,72.242,72.339,72.334,72.226,72.006,71.679,71.237,70.683,70.015,69.214,68.417,67.626,66.835,66.058,65.284,64.519,63.762,63.009,62.258,61.51,60.762,60.179,59.616,59.082,58.57,58.088,57.634,57.208,56.809,56.441,56.097,55.778,55.478,55.208,55.038,54.966,54.992,55.123,55.357,55.699,56.148,56.702,57.362,58.123,58.986,59.962,60.858,61.673,62.419,63.088,63.677,64.194,64.636,64.999,65.284,65.486,65.603,65.781,65.956,66.131,66.31,66.49,66.673,66.859,67.048,67.236,67.427,67.612,67.795
"1051","217","        Photo studios","DPICRA3",110.12,111.266,112.234,111.768,111.93,112.023,112.097,112.06,111.966,111.918,111.618,111.187,110.353,109.822,109.39,109.095,108.693,108.272,107.795,107.311,106.821,106.409,105.784,105.055,103.124,101.479,100.126,99.035,98.19,97.596,97.236,97.118,97.221,97.55,98.105,98.873,99.887,100.789,101.581,102.292,102.887,103.363,103.734,103.989,104.119,104.121,103.991,103.73,103.36,103.003,102.693,102.451,102.254,102.098,101.994,101.942,101.931,101.96,102.02,102.115,102.257,102.368,102.468,102.571,102.648,102.72,102.788,102.835,102.876,102.898,102.903,102.884,102.848,102.748,102.596,102.388,102.124,101.799,101.429,100.998,100.53,99.957,99.345,98.694,97.984,97.344,96.785,96.312,95.939,95.648,95.444,95.323,95.294,95.344,95.472,95.669,95.523,95.387,95.28,95.209,95.173,95.204,95.272,95.37,95.492,95.644,95.819,96.019,96.113,96.331,96.556,96.801,97.058,97.312,97.574,97.847,98.124,98.409,98.687,98.965,99.247,99.473,99.675,99.86,100.018,100.138,100.231,100.291,100.321,100.316,100.256,100.175,100.001,99.931,99.903,99.933,100.014,100.155,100.353,100.605,100.918,101.276,101.682,102.15,102.661,103.116,103.52,103.884,104.199,104.474,104.709,104.892,105.028,105.11,105.142,105.122,105.051,104.936,104.782,104.579,104.348,104.074,103.763,103.416,103.025,102.587,102.104,101.568,100.58,99.658,98.815,98.041,97.349,96.735,96.201,95.743,95.369,95.068,94.84,94.676,94.596,94.498,94.38,94.244,94.095,93.932,93.757,93.572,93.371,93.155,92.913,92.648,92.377,92.124,91.893,91.699,91.532,91.389,91.282,91.206,91.155,91.134,91.135,91.158,91.033,90.904,90.775,90.65,90.526,90.406,90.288,90.175,90.061,89.948,89.828,89.705
"1052","218","        Repair of audio-visual, photographic, and information processing equipment","DAPIRA3",64.069,64.387,64.781,65.065,65.091,65.402,65.368,65.299,65.406,65.537,65.344,64.414,63.542,63.049,62.908,62.835,62.617,62.592,62.352,62.101,61.826,61.653,61.431,61.137,61.134,61.211,61.322,61.514,61.77,62.078,62.478,62.939,63.478,64.105,64.781,65.586,66.458,67.305,68.11,68.914,69.672,70.391,71.101,71.754,72.355,72.921,73.466,73.95,74.418,74.941,75.504,76.155,76.899,77.672,78.523,79.448,80.429,81.467,82.585,83.727,84.963,86.101,87.165,88.147,88.949,89.707,90.295,90.77,91.096,91.33,91.43,91.381,91.218,91.094,91.068,91.034,91.08,91.178,91.341,91.556,91.878,92.279,92.715,93.3,93.923,94.498,94.972,95.333,95.673,95.928,96.209,96.349,96.369,96.262,96.061,95.786,95.314,94.978,94.797,94.778,94.873,95.114,95.474,95.954,96.55,97.267,98.161,99.235,100.351,101.393,102.24,102.904,103.403,103.721,103.869,103.845,103.643,103.267,102.705,101.964,101.051,100.31,99.776,99.454,99.245,99.138,99.144,99.316,99.661,100.175,100.89,101.84,102.954,104.015,104.961,105.807,106.631,107.445,108.243,108.942,109.55,110.049,110.637,111.331,112.108,112.8,113.413,113.958,114.436,114.856,115.219,115.495,115.69,115.795,115.843,115.828,115.534,115.281,115.074,114.903,114.668,114.352,113.964,113.426,112.727,111.865,111.157,110.594,109.842,109.225,108.758,108.43,108.098,107.758,107.41,106.95,106.384,105.7,105.374,105.399,105.796,106.3,106.909,107.625,108.215,108.678,109.017,109.299,109.519,109.676,110.033,110.594,111.373,111.708,111.599,111.062,110.931,111.205,111.896,112.256,112.277,111.962,111.703,111.498,111.335,111.283,111.286,111.393,111.482,111.563,110.676,110.321,110.179,110.255,110.322,110.385
"1053","219","        Video media rental","DVIDRA3",95.06,95.744,96.29,96.058,96.147,96.158,96.106,95.997,95.819,95.763,95.323,94.67,93.206,92.516,92.075,92.116,91.92,91.751,91.598,91.472,91.4,91.45,91.284,91.059,91.351,91.649,91.96,92.289,92.625,92.978,93.343,93.731,94.126,94.526,94.927,95.33,95.771,96.222,96.741,97.351,98.062,98.802,99.618,100.498,101.443,102.473,103.559,104.711,105.91,107.038,108.013,108.895,109.691,110.343,110.858,111.249,111.514,111.642,111.617,111.439,111.114,110.777,110.439,110.071,109.747,109.429,109.115,108.811,108.505,108.13,107.793,107.456,107.097,106.69,106.245,105.77,105.257,104.69,104.087,103.448,126.175,102.109,101.113,99.897,97.798,97.165,96.735,96.514,96.495,96.685,97.091,97.706,98.492,99.446,100.597,101.918,103.194,104.415,105.599,106.754,107.88,109.013,110.121,111.193,112.225,113.221,114.172,115.083,115.791,116.397,116.76,116.896,116.793,116.434,115.83,114.983,113.886,112.546,110.941,109.082,106.973,105.032,103.296,101.771,100.445,99.308,98.374,97.636,97.099,96.765,96.615,96.685,96.905,97.156,97.379,97.589,97.778,97.957,98.12,98.265,98.399,98.505,98.585,98.654,98.692,98.611,98.415,98.114,97.701,97.182,96.558,95.818,94.968,93.997,92.911,91.705,90.406,89.108,87.815,86.519,85.236,83.956,82.683,81.417,80.152,78.887,77.622,76.353,75.275,74.226,73.214,72.234,71.294,70.39,69.524,68.695,67.906,67.15,66.427,65.731,65.075,64.448,63.849,63.281,62.748,62.248,61.784,61.355,60.959,60.597,60.26,59.953,59.684,59.434,59.205,59.006,58.831,58.679,58.557,58.463,58.394,58.352,58.334,58.339,58.204,58.067,57.93,57.795,57.662,57.531,57.402,57.276,57.149,57.024,56.894,56.763
"1054","220","      Gambling (91)","DGAMRA3",59.898,59.584,59.878,60.112,61.258,62.638,62.003,63.942,63.49,64.221,65.75,64.971,64.199,64.835,66.507,65.817,65.639,66.594,67.604,67.88,68.899,69.401,68.988,69.822,69.765,71.972,70.196,71.636,72.536,71.061,71.329,72.8,70.443,71.458,71.138,71.304,72.938,71.138,71.55,71.391,71.338,70.736,72.16,71.917,71.352,72.687,73.299,73.759,73.277,74.614,75.732,77.213,76.807,77.41,79.084,79.475,82.026,81.558,83.793,82.269,80.468,81.964,83.848,83.071,82.032,82.264,83.51,83.281,82.918,83.379,83.261,79.159,84.054,81.391,84.823,82.621,84.283,81.784,83.096,83.943,81.255,82.024,82.809,84.673,84.301,85.376,83.747,87.301,85.829,83.663,86.597,86.842,88.165,88.307,86.975,90.871,89.119,86.342,89.403,89.9,91.666,92.594,93.429,93.949,93.79,94.732,95.049,95.386,97.16,99.943,99.021,99.202,98.897,98.69,98.812,100.151,100.126,99.858,98.638,98.011,97.626,100.1,101.599,100.612,101.699,101.743,102.057,99.948,95.795,99.923,100.241,98.659,105.372,103.469,104.289,104.278,104.158,102.209,103.965,105.308,105.147,105.78,110.517,109.426,107.144,106.754,108.062,106.097,107.045,106.8,109.669,106.221,106.002,108.132,104.943,107.177,103.072,105.42,103.601,103.451,102.206,103.086,100.871,101.653,97.291,97.686,98.946,97.648,98.807,96.755,96.295,96.22,97.232,94.808,95.494,95.424,94.563,93.51,95.855,93.582,94.387,96.313,93.881,94.214,93.732,92.46,93.891,96.459,94.487,95.405,93.728,94.025,93.572,94.422,95.773,94.493,93.689,96.432,94.796,92.881,94.174,94.997,94.509,97.221,97.033,96.206,91.717,92.458,93.092,97.466,96.91,94.246,95.57,93.722,92.52,96.714
"1055","221","        Casino gambling","DCASRA3",50.471,49.905,50.202,50.439,51.892,53.656,52.7,55.224,54.53,55.397,57.429,56.271,55.261,56.056,58.277,57.275,56.926,58.186,59.454,59.734,61.022,61.652,60.988,62.013,62.059,65.166,62.834,64.863,66.158,64.202,64.566,66.56,63.365,64.693,64.224,64.377,66.52,64.012,64.517,64.247,64.129,63.271,65.171,64.814,64.027,65.83,66.659,67.296,66.655,68.504,70.061,72.112,71.606,72.475,74.807,75.4,78.937,78.379,81.506,79.535,77.194,79.326,81.975,80.994,79.651,80.02,81.756,81.479,81.008,81.648,81.492,75.914,82.552,78.911,83.536,80.493,82.686,79.211,80.901,81.943,78.169,79.08,80.001,82.377,81.692,82.995,80.637,85.331,83.204,80.144,84.027,84.265,85.98,86.102,84.236,89.491,87.133,83.368,87.512,88.147,90.491,91.669,92.705,93.298,92.954,94.089,94.363,94.649,96.922,100.545,99.154,99.28,98.764,98.407,98.517,100.302,100.256,99.902,98.283,97.495,97.06,100.485,102.55,101.201,102.633,102.616,102.93,99.925,94.114,99.527,99.711,97.248,106.016,103.08,103.87,103.55,103.113,100.219,102.388,104.022,103.639,104.366,110.707,109.16,106.034,105.518,107.348,104.764,106.177,106.004,110.096,105.64,105.604,108.796,104.806,108.233,103.254,106.986,105,105.226,103.898,105.397,102.627,103.859,98.038,98.612,100.315,98.498,100,97.151,96.473,96.328,97.66,94.325,95.214,95.083,93.88,92.424,95.593,92.5,93.594,96.244,93.01,93.566,92.973,91.266,93.191,96.624,93.852,94.971,92.685,93.202,92.813,94.119,96.025,94.271,93.155,96.85,94.583,91.987,93.803,95.033,94.427,98.114,97.812,96.648,90.523,91.582,92.459,98.402,97.627,93.982,95.76,93.233,91.585,97.271
"1056","222","        Lotteries","DLOTRA3",86.779,87.208,87.523,87.754,88.062,88.389,88.673,89.011,89.265,89.64,89.804,90.12,90.073,90.308,90.474,90.665,90.991,91.116,91.429,91.718,92.025,92.196,92.516,92.846,92.41,92.014,91.7,91.406,91.118,90.894,90.811,90.734,90.626,90.683,90.694,90.809,90.937,91.026,91.094,91.157,91.201,91.228,91.237,91.231,91.201,91.148,91.068,90.958,90.834,90.664,90.474,90.278,90.061,89.828,89.577,89.308,89.014,88.696,88.343,87.963,87.562,87.198,86.883,86.629,86.409,86.249,86.14,86.076,86.065,86.097,86.172,86.293,86.457,86.64,86.859,87.109,87.388,87.701,88.046,88.424,88.836,89.272,89.736,90.225,90.768,91.25,91.692,92.109,92.5,92.864,93.19,93.486,93.752,93.98,94.167,94.307,94.391,94.488,94.616,94.782,94.985,95.258,95.572,95.917,96.29,96.696,97.127,97.586,97.937,98.346,98.694,98.995,99.239,99.411,99.522,99.574,99.56,99.484,99.329,99.103,98.809,98.611,98.539,98.599,98.783,99.08,99.503,100.046,100.713,101.502,102.393,103.421,104.512,105.572,106.539,107.43,108.233,108.962,109.611,110.175,110.661,111.052,111.35,111.571,111.693,111.689,111.566,111.333,110.981,110.518,109.946,109.248,108.434,107.491,106.427,105.237,103.288,101.539,99.996,98.652,97.527,96.608,95.906,95.423,95.15,95.089,95.238,95.588,95.978,96.321,96.629,96.894,97.125,97.32,97.479,97.6,97.689,97.735,97.737,97.684,97.597,97.504,97.404,97.298,97.193,97.086,96.98,96.877,96.772,96.664,96.543,96.413,96.288,96.171,96.064,95.982,95.915,95.861,95.83,95.819,95.821,95.84,95.869,95.907,95.938,95.963,95.989,96.019,96.05,96.084,96.122,96.164,96.204,96.246,96.28,96.311
"1057","223","        Pari-mutuel net receipts","DPARRA3",84.13,84.394,84.565,84.784,85.009,85.255,85.426,85.639,85.747,86.019,86.035,86.163,85.846,85.901,85.953,86.096,86.302,86.343,86.553,86.736,86.882,86.928,87.107,87.299,87.275,87.288,87.373,87.481,87.583,87.753,88.052,88.361,88.635,89.073,89.466,89.963,90.473,90.945,91.396,91.839,92.261,92.665,93.049,93.417,93.759,94.073,94.358,94.609,94.84,95.037,95.222,95.409,95.589,95.761,95.923,96.076,96.214,96.337,96.436,96.513,96.58,96.594,96.571,96.525,96.429,96.304,96.149,95.949,95.719,95.442,95.123,94.763,94.363,94.013,93.729,93.512,93.355,93.265,93.233,93.268,93.367,93.518,93.729,93.994,94.345,94.639,94.9,95.141,95.361,95.56,95.727,95.87,95.988,96.075,96.128,96.138,95.558,95.131,94.878,94.805,94.793,94.872,95.015,95.239,95.54,95.924,96.388,96.935,97.431,97.989,98.492,98.953,99.367,99.719,100.02,100.27,100.461,100.599,100.656,100.64,100.555,100.444,100.34,100.249,100.172,100.097,100.037,99.898,99.682,99.385,99.395,99.746,100.368,101.054,101.744,102.454,103.076,103.621,104.083,104.493,104.858,105.159,105.322,105.361,105.253,105.085,104.861,104.591,104.262,103.881,103.45,103.01,102.57,102.12,101.526,100.784,100.087,99.388,98.692,97.991,97.349,96.752,96.209,95.764,95.411,95.149,94.751,94.211,93.777,93.353,92.951,92.565,92.299,92.153,92.127,92.162,92.263,92.421,92.626,92.868,93.166,93.06,92.549,91.633,91.223,91.32,91.927,92.983,94.486,96.437,96.941,95.996,93.608,92.156,91.653,92.118,92.643,93.225,93.877,93.834,93.089,91.639,90.841,90.696,91.169,91.579,91.808,91.066,90.762,90.638,90.753,90.922,91.036,91.098,91.153,91.205
"1058","224","      Other recreational services (81, 94, and part of 92)","DOTRRA3",61.674,62.213,62.905,64.004,64.476,66.268,66.367,66.552,66.679,67.285,67.828,67.514,68.023,68.871,69.435,69.958,70.336,70.991,70.968,71.409,71.667,72.21,72.711,73.296,72.804,72.694,73.492,73.984,73.998,73.713,74.68,74.396,75.596,76.58,77.012,77.192,78.394,79.058,79.31,79.945,80.156,80.437,81.4,82.003,81.91,82.467,82.579,83.546,84,84.514,85.451,85.783,85.941,85.307,86.588,87.115,87.543,88.674,89.41,89.616,89.487,89.128,89.882,89.922,90.228,90.345,90.063,90.518,90.477,89.829,90.355,90.098,89.663,89.41,89.151,88.577,88.822,89.714,89.39,88.778,88.239,87.836,87.274,87.344,89.664,90.254,90.418,90.195,90.047,89.713,88.774,89.014,89.138,89.68,90.056,89.833,89.991,89.8,90.263,90.28,90.874,91.55,92.112,92.491,92.612,92.989,93.738,94.161,93.891,94.072,94.22,95.023,95.313,95.527,95.598,95.702,96.384,97.075,98.159,98.266,98.869,98.886,99.218,99.5,99.803,99.896,100.038,100.439,100.607,100.992,100.855,100.896,100.423,100.877,101.295,102.362,103.177,103.958,104.718,105.684,106.569,107.876,108.713,109.65,110.45,111.195,111.564,111.428,111.486,111.602,111.776,111.339,111.339,110.951,111.204,111.314,112.159,112.263,112.662,113.085,112.926,112.456,111.609,109.895,108.714,107.222,106.356,105.162,104.105,102.578,101.403,100.418,99.972,99.53,99.634,100.015,100.372,100.93,101.446,102.572,103.492,103.95,104.616,104.626,105.486,105.513,105.053,105.47,105.541,105.49,105.448,104.991,104.799,104.568,104.607,105.089,105.424,105.837,106.841,107.435,107.886,107.65,107.646,107.587,107.757,108.591,108.852,109.277,109.308,109.479,109.676,110.144,110.629,110.668,110.514,110.886
"1059","225","        Veterinary and other services for pets","DVETRA3",65.159,65.733,66.086,67.174,67.39,68.773,69.163,69.869,70.251,70.668,71.519,72.078,72.912,73.463,74.715,75.738,75.763,76.705,77.05,77.801,77.967,78.571,79.6,80.596,81.021,81.613,82.111,82.485,82.774,82.602,83.507,84.193,85.452,85.508,86.702,86.885,87.417,87.331,87.227,87.83,87.838,88.294,88.655,88.576,88.365,88.914,88.963,89.249,89.055,89.515,89.767,89.697,89.949,89.989,90.493,91.295,92.009,92.214,92.524,92.687,92.606,90.89,91.488,91.684,91.609,91.665,91.718,91.815,92.169,91.908,92.136,91.7,91.26,91.043,91.506,91.067,91.405,91.546,91.347,90.672,89.884,89.856,89.733,89.932,91.797,92.026,92.087,92.167,91.438,91.261,90.266,90.551,90.923,92.516,93.089,92.732,92.362,91.707,91.864,91.487,92,92.764,93.338,93.953,94.168,94.774,95.887,96.243,95.282,95.082,94.861,95.844,96.087,96.382,96.606,96.504,97.048,97.22,98.348,98.005,98.786,98.565,98.905,99.161,99.633,99.93,100.499,101.15,101.022,100.905,100.484,100.961,101.18,102.346,102.815,103.769,104.292,104.753,105.18,105.595,105.487,105.749,105.719,106.384,107.346,108.267,108.587,108.077,108.029,108.199,108.584,108.081,108.477,108.371,108.912,108.766,108.264,107.376,107.857,109.252,109.61,109.402,108.511,106.549,105.882,105.089,105.324,104.98,104.586,103.258,102.367,101.644,101.492,101.022,101.127,101.488,101.596,101.835,101.965,103.074,103.798,103.701,103.894,102.948,103.711,103.411,102.617,103.248,103.297,103.131,103.122,102.572,102.582,102.093,101.611,101.406,101.134,101.162,102.313,102.748,102.902,101.907,101.529,101.311,101.69,103.059,103.462,104.686,104.922,105.256,104.895,105.291,105.855,105.844,105.528,106.056
"1060","226","        Package tours","DHOLRA3",69.66,69.947,71.258,72.788,73.728,77.355,76.818,76.098,75.84,77.301,77.853,75.96,76.079,78.364,78.329,78.505,79.9,80.579,79.87,80.025,80.536,81.215,80.928,80.957,78.263,76.584,78.245,78.997,78.184,77.102,78.469,75.77,77.232,80.029,78.817,78.482,81.074,82.875,83.265,83.739,83.805,83.332,85.434,87.065,86.497,86.872,86.606,88.925,90.31,90.727,92.972,93.649,93.114,90.184,93.074,92.784,92.277,95.1,96.357,96.005,94.928,96.049,96.906,96.03,96.619,96.335,94.708,95.62,94.372,92.168,93.224,92.812,91.828,91.052,88.963,87.426,87.296,89.776,88.599,87.282,86.416,84.576,82.34,81.705,85.792,86.953,86.963,85.608,86.102,84.911,83.209,83.242,82.727,81.377,81.445,81.238,82.599,83.283,84.692,85.552,86.707,87.634,88.512,88.664,88.673,88.812,89.271,90.052,91.032,92.027,92.925,93.741,94.17,94.2,93.836,94.219,95.348,97.231,98.575,99.384,99.661,99.903,100.144,100.39,100.273,99.779,98.917,98.833,99.53,101.011,101.259,100.3,98.059,97.154,97.535,99.224,100.865,102.469,104.029,106.326,109.372,113.153,115.81,117.353,117.751,118.115,118.453,118.777,118.916,118.879,118.668,118.196,117.47,116.479,116.524,117.612,122.193,124.921,125.798,124.8,123.933,123.179,122.547,121.085,118.773,115.609,112.532,109.536,107.664,105.98,104.497,103.209,102.521,102.435,102.958,103.81,104.998,106.514,107.981,109.387,110.754,112.267,113.923,115.724,116.827,117.225,116.918,116.663,116.452,116.286,115.805,115.01,113.92,113.903,114.963,117.12,118.886,120.253,121.234,122.368,123.648,125.077,125.921,126.177,125.821,125.65,125.598,124.163,123.606,123.365,124.948,125.728,126.16,126.247,126.323,126.396
"1061","227","        Maintenance and repair of recreational vehicles and sports equipment","DRRERA3",40.391,41.125,41.761,42.296,42.731,43.066,43.302,43.439,43.472,43.405,43.228,42.944,43.187,42.866,42.612,42.424,42.3,42.244,42.251,42.325,42.462,42.664,42.926,43.244,43.488,43.779,44.115,44.514,44.96,45.456,46.007,46.617,47.287,48.024,48.813,49.65,50.556,51.458,52.356,53.255,54.137,55,55.848,56.69,57.526,58.337,59.112,59.875,60.633,61.4,62.195,63.037,63.918,64.843,65.783,66.769,67.792,68.851,69.92,71.041,72.171,73.255,74.275,75.253,76.173,77.05,77.867,78.623,79.311,79.934,80.494,80.979,81.397,81.843,82.327,82.853,83.411,84.013,84.652,85.329,86.047,86.792,87.571,88.382,89.252,90.034,90.761,91.432,92.051,92.634,93.136,93.585,93.984,94.316,94.583,94.777,94.643,94.502,94.372,94.261,94.167,94.123,94.1,94.089,94.085,94.094,94.107,94.128,94.026,94.083,94.186,94.346,94.556,94.802,95.094,95.435,95.818,96.247,96.706,97.204,97.744,98.232,98.7,99.153,99.584,99.979,100.351,100.693,101.008,101.292,101.524,101.739,101.863,102.102,102.392,102.751,103.171,103.663,104.222,104.846,105.544,106.295,107.104,107.988,108.924,109.704,110.336,110.83,111.176,111.382,111.452,111.37,111.144,110.764,110.236,109.555,108.824,108.031,107.181,106.265,105.301,104.276,103.196,102.06,100.859,99.593,98.261,96.857,94.512,92.426,90.613,89.067,87.797,86.803,86.085,85.641,85.477,85.585,85.967,86.612,87.535,88.431,89.296,90.134,90.948,91.738,92.506,93.254,93.975,94.671,95.331,95.958,96.568,97.125,97.632,98.104,98.53,98.908,99.249,99.548,99.799,100.006,100.161,100.263,100.445,100.621,100.799,100.981,101.164,101.351,101.541,101.738,101.932,102.129,102.317,102.503
