"","Table 3#10#4# Price Indexes for Government Consumption Expenditu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252","F253","F254","F255"
"60","52","        Intermediate goods and services purchased \3\","W140RG3",10.461,10.674,10.857,11.128,11.511,11.404,11.765,11.756,11.61,11.453,11.48,11.497,11.524,11.609,11.962,12.26,12.576,12.621,12.631,12.763,12.846,12.855,12.963,12.971,13.001,13.07,13.214,13.26,13.22,13.209,13.213,13.253,13.332,13.376,13.449,13.529,13.654,13.756,13.897,13.99,14.225,14.277,14.296,14.331,14.394,14.415,14.569,14.642,14.834,15.004,15.067,15.185,15.166,15.267,15.337,15.366,15.444,15.421,15.449,15.469,15.536,15.522,15.571,15.547,15.569,15.612,15.648,15.655,15.727,15.738,15.79,15.913,15.883,16.015,16.145,16.307,16.348,16.497,16.726,16.754,16.837,16.918,17.005,17.091,17.316,17.462,17.578,17.778,18.052,18.333,18.594,18.819,19.117,19.326,19.6,19.923,20.088,20.419,20.699,20.878,20.984,21.173,21.377,21.583,21.938,22.404,22.886,23.415,24.484,25.456,26.53,27.37,27.787,28.222,28.769,29.262,29.517,29.92,30.42,30.912,31.604,32.271,32.755,33.168,33.653,34.316,34.936,35.758,36.611,37.734,39.14,40.474,42.251,43.466,44.556,45.547,47.314,48.385,49.32,49.95,50.487,51.067,51.536,51.918,51.735,52.208,52.903,53.404,54.372,54.711,54.853,54.855,55.398,55.728,55.894,56.386,56.049,55.506,55.631,56.084,56.776,57.242,58.151,58.497,58.817,59.567,60.153,60.354,61.673,62.586,62.509,63.11,64.406,64.641,65.724,67.74,67.252,66.932,67.438,67.769,67.982,68.772,69.353,69.59,69.972,70.389,70.151,70.296,70.763,70.974,71.845,72.297,73.186,73.979,74.164,74.438,75.182,75.918,76.148,76.937,77.422,77.036,77.078,77.623,77.089,77.056,77.006,77.122,77.458,78.453,79.437,80.398,82.234,82.702,83.563,84.56,85.142,84.957,84.281,83.182,83.478,84.557,85.173,86.177,88.719,87.744,88.436,89.043,90.546,91.756,93.22,95.518,96.845,98.289,101.017,103.85,104.364,106.134,106.859,106.307,108.074,110.4,111.505,115.021,118.5,122.672,125.12,116.566,112.644,112.692,114.025,116.016
"61","53","          Durable goods","B989RG3",16.761,17.037,17.26,17.608,17.822,18.185,19.197,19.726,19.852,18.889,18.689,18.647,18.68,18.983,19.895,21.035,21.53,21.717,21.551,21.845,22.087,22.033,22.08,22.024,22.329,22.099,22.012,22.073,21.97,22.594,22.813,23.1,23.713,24.024,24.896,25.592,26.056,25.581,25.507,25.685,25.332,24.996,24.779,24.659,24.684,24.694,24.924,25.5,24.374,25.029,24.777,24.912,25.057,25.085,25.293,25.277,25.91,26.014,25.999,26.635,26.138,26.032,26.222,26.111,26.074,26.719,26.802,26.799,26.825,27.277,27.261,27.273,27.273,27.793,27.706,27.749,28.324,28.694,28.979,29.302,29.23,29.656,29.947,30.014,30.484,30.992,30.989,31.323,31.789,32.018,32.422,32.679,33.822,34.123,34.53,35.155,35.352,35.776,36.178,36.579,36.942,37.393,37.85,38.224,38.502,39.184,39.504,40.048,41.033,42.685,45.019,46.771,47.972,48.606,49.338,49.701,50.435,51.258,52.029,52.847,53.77,54.548,55.308,56.139,56.971,58.056,59.13,60.352,61.702,62.86,64.211,65.853,67.662,69.337,71.15,72.765,75.101,76.446,77.776,79.397,80.797,81.664,82.273,83.112,83.56,84.138,84.527,85.178,85.759,86.152,86.631,87.323,87.876,88.233,88.649,89.258,89.649,90.14,90.454,91.076,91.729,92.268,92.787,93.56,94.602,95.385,96.298,97.183,98.465,99.258,100.083,100.577,101.321,102.299,102.874,103.741,104.641,105.08,105.109,105.341,106.032,106.275,106.422,107.01,106.781,106.97,106.468,106.704,107.086,107.37,107.514,107.907,108.079,108.414,108.719,109.021,108.726,108.463,108.268,108.203,107.957,107.491,107.02,107.057,106.326,105.665,104.989,104.895,104.347,103.658,103.102,103.073,102.593,102.359,102.066,102.27,100.968,100.836,100.223,99.738,99.546,99.493,99.042,98.69,98.336,98.192,98.076,98.072,98.347,98.605,98.744,99.305,99.702,99.867,100.093,100.339,100.864,101.238,101.57,101.987,102.277,102.615,102.887,103.17,103.838,104.499,105.709,106.578,107.23,107.002,106.625,106.752
"62","54","          Nondurable goods","B337RG3",13.138,13.566,13.791,14.34,15.057,15.139,15.246,14.995,14.431,13.953,13.894,13.875,13.882,14.077,14.756,15.321,15.978,15.98,15.948,16.041,15.868,15.694,15.754,15.618,15.564,15.702,16.009,15.93,15.859,15.796,15.658,15.646,15.74,15.731,15.786,15.848,16.056,16.209,16.276,16.363,16.844,16.934,16.836,16.767,16.608,16.477,16.583,16.608,16.092,16.214,16.186,16.275,16.179,16.314,16.394,16.435,16.522,16.417,16.419,16.42,16.522,16.478,16.544,16.503,16.558,16.567,16.638,16.644,16.742,16.619,16.675,16.801,16.778,16.957,17.164,17.396,17.464,17.591,17.888,17.839,17.878,17.918,18.045,18.086,18.257,18.408,18.546,18.652,18.773,19.085,19.295,19.455,19.662,19.743,19.903,20.031,20.174,20.434,20.522,20.691,20.754,20.977,21.301,21.57,22.322,23.219,24.05,24.884,26.759,28.082,29.668,30.859,31.126,31.699,32.493,32.929,32.821,33.177,33.537,33.913,34.753,35.502,35.748,36.113,36.522,37.242,37.832,38.977,40.297,42.132,44.497,46.456,49.046,50.346,51.567,52.711,55.445,56.364,56.557,56.851,56.744,56.702,56.958,56.843,55.702,56.042,56.746,56.64,57.481,57.305,57.095,56.88,56.837,57.223,56.708,57.504,54.733,51.843,51.233,51.698,53.445,54.604,55.801,55.588,55.147,56.078,56.381,56.375,58.83,60.579,59.766,60.733,62.968,61.813,63.887,68.293,65.066,62.909,62.774,62.971,62.224,63.54,64.151,63.82,64.196,64.677,63.377,63.299,63.498,63.484,64.942,65.144,66.307,67.553,67.262,67.283,68.753,70.117,69.824,71.311,71.194,69.352,68.87,69.244,67.353,66.901,66.144,65.746,65.66,67.972,70.169,71.729,75.38,76.177,77.521,78.781,78.216,78.184,76.272,73.006,72.84,74.797,75.606,77.68,83.347,79.143,80.136,81.297,84.32,86.291,88.127,92.844,94.934,96.739,101.89,106.437,105.655,109.335,109.467,105.786,108.251,112.972,114.427,122.324,130.056,138.968,142.62,116.409,105.707,107.389,111.364,116.66
"63","55","          Services","A988RG3",8.433,8.51,8.663,8.762,8.952,8.724,9.19,9.303,9.403,9.479,9.571,9.611,9.647,9.652,9.779,9.884,9.997,10.061,10.102,10.245,10.459,10.572,10.706,10.798,10.863,10.904,10.965,11.079,11.061,11.049,11.121,11.177,11.223,11.285,11.331,11.394,11.456,11.552,11.738,11.827,11.957,12.009,12.099,12.199,12.383,12.487,12.663,12.736,13.454,13.63,13.774,13.912,13.94,14.023,14.079,14.102,14.143,14.17,14.219,14.219,14.292,14.305,14.335,14.328,14.329,14.362,14.371,14.38,14.438,14.515,14.569,14.694,14.657,14.737,14.829,14.953,14.949,15.101,15.283,15.343,15.458,15.545,15.597,15.709,15.952,16.075,16.184,16.428,16.775,17.04,17.32,17.576,17.878,18.15,18.48,18.895,19.069,19.433,19.815,19.986,20.1,20.252,20.375,20.534,20.675,20.893,21.198,21.563,22.213,22.957,23.686,24.288,24.732,25.081,25.487,26.015,26.437,26.84,27.403,27.947,28.541,29.156,29.773,30.191,30.706,31.312,31.927,32.532,33.077,33.776,34.621,35.571,36.878,38.025,38.999,39.866,41.042,42.194,43.544,44.304,45.154,46.07,46.652,47.284,47.59,48.131,48.844,49.673,50.742,51.368,51.684,51.755,52.615,52.913,53.435,53.773,54.652,55.236,55.722,56.162,56.321,56.423,57.201,57.818,58.497,59.145,59.857,60.123,60.845,61.321,61.579,61.991,62.823,63.75,64.337,65.147,66.035,66.648,67.525,67.933,68.627,69.169,69.76,70.276,70.698,71.095,71.433,71.69,72.304,72.63,73.229,73.819,74.602,75.176,75.61,76.02,76.433,76.89,77.429,77.89,78.745,79.156,79.515,80.185,80.397,80.632,81.005,81.413,82.036,82.43,82.86,83.562,84.572,84.908,85.585,86.493,87.834,87.56,87.555,87.595,88.172,88.85,89.433,89.95,91.003,91.714,92.299,92.648,93.411,94.274,95.626,96.722,97.696,99.029,100.601,102.674,103.898,104.712,105.793,106.896,108.385,109.529,110.5,111.826,113.148,114.942,116.807,117.391,116.916,116.074,116.059,116.341
"64","56","      Less: Own-account investment \4\","W144RG3",6.542,6.619,6.731,6.971,7.244,7.45,7.769,7.98,7.888,7.798,7.857,7.831,7.928,8.066,8.261,8.389,8.551,8.644,8.853,9.013,9.113,9.221,9.402,9.559,9.66,9.706,9.69,9.845,9.996,10.206,10.418,10.471,10.529,10.579,10.578,10.696,10.916,10.981,11.142,11.279,11.432,11.623,11.742,11.852,12.018,12.125,12.147,12.226,11.92,12.016,12.038,12.086,12.206,12.259,12.305,12.357,12.415,12.479,12.542,12.598,12.707,12.729,12.737,12.783,12.888,12.939,12.926,12.99,13.014,13.047,13.096,13.205,13.299,13.342,13.433,13.541,13.657,13.825,14.021,14.189,14.393,14.554,14.695,14.856,15.055,15.238,15.419,15.635,15.851,16.094,16.395,16.605,16.891,17.186,17.474,17.72,18.062,18.356,18.602,18.711,19.043,19.258,19.572,19.796,20.166,20.562,20.884,21.305,21.981,22.721,23.544,24.219,24.756,25.292,25.764,26.215,26.736,27.232,27.685,28.137,28.64,29.226,29.845,30.404,30.998,31.632,32.058,32.379,33.149,33.914,34.988,35.462,36.481,37.463,38.405,39.328,40.523,41.302,41.759,42.408,43.099,43.793,44.481,45.216,45.948,46.659,47.34,47.874,48.561,49.168,49.668,50.196,50.848,51.346,51.827,52.328,52.612,52.839,53.231,53.909,54.388,54.913,55.571,56.036,56.711,57.573,58.202,58.895,59.561,60.311,60.876,61.581,62.505,63.108,63.944,64.932,65.519,65.828,66.371,66.91,67.416,68.08,68.598,69.077,69.491,70.038,70.387,70.806,71.521,71.993,72.645,73.344,74.051,74.81,75.215,75.509,75.983,76.143,76.436,76.877,77.278,77.473,77.755,78.113,78.204,78.475,78.839,79.295,79.896,80.89,81.744,82.541,83.481,84.058,84.791,85.585,86.343,86.974,87.392,87.454,87.807,88.536,89.298,90.21,91.569,91.912,92.6,93.146,94.05,94.991,95.939,97.141,98.42,99.413,100.511,101.657,102.592,103.647,104.583,105.275,106.366,107.394,108.307,109.499,110.706,112.066,113.492,112.994,112.771,113.304,113.772,114.297
"65","57","            Sales to other sectors","W145RG3",5.382,5.485,5.598,5.739,5.925,5.9,6.042,6.012,5.961,5.901,5.909,5.941,5.952,6.011,6.166,6.311,6.481,6.513,6.544,6.603,6.652,6.679,6.73,6.747,6.762,6.805,6.884,6.893,6.913,6.908,6.908,6.938,6.983,7.018,7.047,7.065,7.127,7.188,7.253,7.312,7.414,7.471,7.515,7.562,7.593,7.619,7.697,7.731,7.787,7.84,7.895,8.012,8.078,8.247,8.363,8.439,8.49,8.428,8.454,8.489,8.566,8.593,8.677,8.715,8.729,8.774,8.861,8.929,8.986,9.007,9.087,9.145,9.199,9.291,9.386,9.468,9.564,9.645,9.803,9.864,9.92,10.002,10.134,10.219,10.374,10.525,10.694,10.858,10.993,11.207,11.399,11.614,11.823,11.971,12.148,12.304,12.395,12.56,12.686,12.841,12.987,13.107,13.328,13.473,13.645,13.984,14.545,14.553,14.959,15.372,15.837,16.136,16.357,16.725,17.465,17.599,17.764,18.118,18.528,18.596,18.985,19.474,19.879,20.009,20.425,20.919,21.367,21.875,22.444,22.851,23.279,23.838,24.548,25.093,25.949,26.747,27.484,27.998,28.858,29.742,30.447,31.11,31.852,32.558,33.19,33.714,34.349,35.085,35.829,36.404,36.979,37.539,38.123,38.602,39.012,39.551,40.164,40.721,41.364,42.053,42.523,43.253,43.87,44.464,45.335,46.264,47.163,48.021,49.119,50.085,51.117,52.112,53.139,54.153,55.448,56.522,57.687,58.62,59.657,60.804,61.846,62.878,63.84,64.933,65.803,66.576,67.191,67.784,68.393,69.025,69.764,70.363,71.134,71.743,72.242,72.939,73.397,73.913,74.429,74.927,75.326,75.833,76.069,76.262,76.516,76.923,77.18,77.746,78.489,78.876,79.244,79.877,80.734,81.063,81.842,82.436,83.14,83.51,84.129,84.698,85.387,86.09,87.116,88.17,89.366,90.495,91.715,92.962,94.078,95.323,96.21,97.238,98.378,99.457,100.433,101.732,102.822,103.989,105.306,106.332,107.616,108.629,109.547,111.198,112.426,113.632,114.9,115.652,116.342,117.011,117.751,118.71
"66","58","              Tuition and related educational charges","B1065G3",3.461,3.492,3.554,3.616,3.677,3.708,3.739,3.77,3.77,3.77,3.77,3.77,3.801,3.832,3.863,3.925,3.986,4.017,4.048,4.048,4.048,4.048,4.048,4.048,4.048,4.048,4.079,4.11,4.141,4.172,4.172,4.203,4.234,4.264,4.326,4.326,4.388,4.419,4.481,4.481,4.512,4.543,4.543,4.573,4.573,4.604,4.604,4.635,4.726,4.787,4.89,4.959,4.944,4.951,4.959,5.006,5.036,5.045,5.132,5.17,5.195,5.298,5.285,5.329,5.372,5.411,5.48,5.572,5.592,5.636,5.724,5.756,5.814,5.922,5.942,6.017,6.066,6.183,6.297,6.366,6.414,6.518,6.57,6.664,6.775,6.851,7.01,7.117,7.213,7.342,7.472,7.572,7.712,7.82,7.986,8.168,8.245,8.342,8.493,8.611,8.734,8.802,8.966,9.045,8.912,9.108,10.044,9.438,9.69,10.284,10.607,10.161,10.216,10.607,11.81,11.174,11.209,11.57,12.24,11.752,11.933,12.386,12.932,12.601,12.673,12.982,13.222,13.378,13.641,14,14.285,14.402,14.759,15.116,15.596,16.112,16.532,16.945,17.475,18.156,18.777,19.319,19.825,20.401,20.856,21.348,21.83,22.31,22.901,23.503,24.035,24.601,25.11,25.598,26.104,26.713,27.192,27.684,28.147,28.697,29.231,29.824,30.242,30.619,31.278,31.916,32.517,33.012,33.712,34.351,34.957,35.616,36.241,36.948,37.88,38.454,39.48,40.379,41.629,42.968,43.806,44.908,45.841,46.957,48.189,49.041,49.832,50.658,51.538,52.401,53.209,53.923,54.765,55.509,56.317,57.079,57.888,58.675,59.406,60.111,60.914,61.635,62.341,62.903,63.653,64.336,64.826,65.32,66.123,66.853,67.386,67.919,68.607,69.589,70.242,70.929,71.736,72.774,73.967,75.146,76.353,77.728,79.124,80.464,81.966,83.538,86.169,88.274,90.337,92.049,93.929,95.88,97.516,99.382,100.827,102.252,103.991,105.794,107.653,109.365,110.943,112.557,114.026,115.995,117.815,119.704,121.39,122.897,124.687,126.685,128.973,130.405
"67","59","              Health and hospital charges","B1066G3",3.235,3.354,3.474,3.552,3.631,3.67,3.709,3.709,3.709,3.748,3.748,3.787,3.786,3.865,3.944,4.024,4.104,4.184,4.264,4.304,4.343,4.383,4.462,4.503,4.543,4.583,4.623,4.623,4.663,4.664,4.704,4.744,4.783,4.863,4.864,4.864,4.904,4.944,4.985,5.065,5.106,5.186,5.266,5.346,5.385,5.425,5.503,5.542,5.504,5.538,5.63,5.853,5.951,6.319,6.546,6.669,6.623,6.539,6.503,6.509,6.568,6.657,6.723,6.787,6.81,6.848,6.946,7.004,7.111,7.17,7.218,7.313,7.348,7.409,7.44,7.467,7.51,7.584,7.679,7.818,7.944,8.056,8.203,8.328,8.48,8.626,8.757,8.904,9.035,9.209,9.373,9.573,9.8,10.002,10.142,10.243,10.283,10.383,10.492,10.608,10.757,10.852,11.063,11.165,11.299,11.507,11.678,11.903,12.204,12.495,12.868,13.306,13.602,13.895,14.312,14.747,15.051,15.353,15.679,15.952,16.33,16.723,16.969,17.209,17.66,17.991,18.455,18.999,19.539,19.862,20.311,20.977,21.802,22.365,23.167,24.054,24.895,25.37,26.313,27.414,28.345,28.93,29.893,30.718,31.662,32.174,32.987,33.753,34.411,35.021,35.59,36.219,36.831,37.442,37.834,38.244,38.911,39.494,40.066,40.741,41.285,42.026,42.725,43.448,44.422,45.6,46.667,47.772,49.094,50.323,51.695,52.97,54.046,55.342,56.89,58.344,59.658,60.783,61.97,63.239,64.668,65.914,67.068,68.338,69.278,69.975,70.763,71.295,71.869,72.523,73.36,73.878,74.652,75.027,75.327,76.026,76.436,76.806,77.157,77.545,77.683,78.098,78.158,78.084,78.342,78.743,78.92,79.224,79.76,80.029,80.373,80.768,81.228,81.71,82.829,83.284,83.784,84.512,85.12,85.601,86.149,86.922,88.162,89.526,90.725,91.899,92.851,93.911,95.151,96.225,96.957,97.65,98.665,99.445,100.298,101.592,102.555,103.678,104.831,105.564,106.39,107.149,107.83,109.35,109.943,110.788,111.534,111.929,112.796,113.519,114.171,115.149
"68","60","              Other sales","W146RG3",10.584,10.756,10.941,11.235,11.647,11.531,11.88,11.784,11.642,11.439,11.461,11.517,11.536,11.621,11.962,12.264,12.632,12.644,12.654,12.779,12.878,12.92,12.994,13.008,13.017,13.101,13.27,13.282,13.293,13.264,13.233,13.266,13.344,13.36,13.411,13.462,13.572,13.691,13.81,13.902,14.143,14.212,14.255,14.29,14.336,14.347,14.491,14.528,14.707,14.792,14.783,14.821,14.912,14.998,15.095,15.166,15.352,15.254,15.317,15.392,15.547,15.463,15.656,15.671,15.661,15.732,15.845,15.929,15.976,15.948,16.077,16.129,16.216,16.355,16.601,16.771,16.99,17.072,17.373,17.35,17.338,17.381,17.589,17.628,17.852,18.099,18.356,18.617,18.811,19.193,19.509,19.885,20.164,20.293,20.552,20.766,20.954,21.304,21.43,21.695,21.864,22.091,22.394,22.694,23.332,24.095,24.867,25.277,26.064,26.416,27.21,28.239,28.512,28.943,29.629,30.142,30.146,30.538,30.714,31.088,31.735,32.409,32.903,33.413,34.165,35.206,35.834,36.675,37.647,38.243,38.737,39.566,40.363,41.018,42.376,43.203,43.983,44.625,45.565,46.013,46.134,47.02,47.401,47.861,47.868,48.364,48.66,49.547,50.579,50.937,51.489,51.799,52.331,52.441,52.715,53.382,53.974,54.491,55.426,56.237,56.428,57.226,57.847,58.377,59.206,59.895,60.731,61.455,62.487,63.248,64.048,64.826,66.128,66.891,68.03,68.886,69.843,70.392,70.846,71.482,71.954,72.446,73.02,73.698,74.024,74.826,74.924,75.376,75.762,76.112,76.583,77.205,77.885,78.789,79.362,79.979,80.205,80.731,81.335,81.838,82.33,82.808,82.945,83.272,83.112,83.302,83.498,84.544,85.565,85.862,86.129,87.216,88.833,88.397,88.728,89.467,90.423,89.683,89.871,90.116,90.639,90.715,91.118,91.472,92.449,93.188,93.812,94.737,95.005,96.187,96.635,97.542,98.529,99.52,100.363,101.588,102.439,103.264,104.46,105.449,107.167,108.15,109.044,110.677,112.409,113.691,115.429,116.212,115.965,115.736,115.641,116.281
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","1. Government consumption expenditures are services (such as education and national defense) produced by government that",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","are valued at their cost of production. Excludes government sales to other sectors and government own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2. Consumption of fixed capital, or depreciation, is included in government gross output as",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
