"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"109","101","      Food produced and consumed on farms (6)","DFFDRA3",1070.197,1052.108,1082.26,1116.309,1058.987,961.391,964.672,921.234,923.496,973.521,974.607,943.216,898.033,867.867,811.389,779.652,810.137,804.72,794.182,797.549,773.397,756.665,741.375,734.259,711.489,661.84,650.443,622.919,594.809,622.152,615.887,606.476,607.456,577.961,546.119,535.829,531.66,526.421,523.045,515.136,512.669,475.117,479.917,474.941,477.147,503.028,518.594,536.193,504.296,473.957,479.701,465.032,466.2,483.27,497.206,506.228,477.35,471.186,437.423,482.606,485.786,579.293,579.074,591.22,604.379,517.441,479.189,473.924,504.013,521.936,546.971,547.316,543.947,524.463,506.518,494.39,457.652,421.78,414.029,398.299,374.216,385.591,408.033,392.929,387.443,404.159,353.432,341.272,365.161,369.856,362.109,374.197,363.865,331.996,310.889,321.739,319.838,321.947,335.158,325.909,307.894,305.839,303.919,295.713,283.852,295.45,312.268,287.939,306.17,302.78,262.428,253.364,233.502,209.266,203.615,207.758,206.697,207.019,211.701,202.043,187.155,186.608,180.152,167.064,174.382,160.242,152.284,149.556,152.782,154.359,160.964,161.679,160.318,156.918,152.809,150.302,146.515,141.281,141.482,141.32,141.115,145.068,148.205,147.09,137.86,140.777,133.458,133.801,133.723,131.946,123.319,116.333,116.153,111.752,107.743,106.492,110.108,112.621,115.987,119.399,115.715,113.985,107.732,101.274,99.198,94.175,94.038,90.056,84.852,77.039,74.494,81.801,82.716,89.576,90.17,88.29,81.276,76.345,72.462,70.295,81.35,80.29,84.66,85.19,88.52,90.616,97.45,95.415,106.076,117.827,115.548,117.241,96.292,88.344,86.062,90.746,100.237,96.582,89.978,96.009,99.793,101.745,104.019,94.443,94.946,91.327,87.284,80.927,73.718,72.721,72.412,73.563,74.501,75.322,73.407,71.989,73.842,75.601,76.003,74.352,68.527,64.097
"110","102","    Clothing and footwear","DCLORA3",15.214,15.606,15.499,15.648,15.694,15.803,15.546,15.486,15.627,15.789,15.918,16.349,16.434,16.617,16.692,16.827,16.76,16.863,17.162,17.004,17.707,18.173,18.441,18.624,18.643,18.612,19,19.723,20.142,20.217,20.448,20.265,20.277,20.433,20.524,20.403,20.976,21.121,21.484,21.331,21.544,21.626,21.745,21.633,21.379,21.313,21.255,21.605,21.749,22.284,22.405,22.713,22.9,23.481,24.214,24.902,25.587,25.505,25.551,25.725,25.816,25.505,25.073,24.018,24.841,25.687,26.122,26.295,26.621,26.68,27.044,27.342,27.39,27.921,28.368,29.778,30.091,31.211,31.683,32.426,32.423,32.626,33.738,33.931,33.724,33.563,34.428,35.117,36.051,36.234,36.674,36.584,36.97,36.337,36.99,37.666,37.966,39.225,39.706,41.197,41.842,43.273,42.631,43.434,43.801,44.419,45.006,45.588,46.767,48.305,48.548,48.596,49.397,49.607,50.366,49.974,50.66,50.361,51.508,52.677,52.844,53.542,54.736,54.95,54.493,53.661,53.541,52.884,53.462,54.237,54.076,52.954,55.126,56.007,57.145,57.855,57.646,58.737,59.332,60.049,61.46,61.336,62.26,63.917,63.701,64.376,65.53,65.593,66.043,67.673,68.81,69.245,69.275,68.657,70.939,71.838,73.372,74.605,74.062,75.783,78.522,79.199,79.726,79.932,81.234,82.993,83.9,84.609,83.251,83.795,83.696,85.14,86.101,86.126,85.619,88.293,87.991,90.347,92.334,92.55,94.877,93.761,94.724,96.623,97.935,99.997,99.729,102.693,103.305,102.584,103.656,104.742,105.412,105.349,106.178,105.772,104.932,108.031,105.789,101.884,100.652,98.769,99.815,100.764,103.054,104.745,104.993,108.305,109.247,110.293,108.599,109.44,111.058,109.14,110.593,109.948,111.299,111.812,110.729,111.403,110.363,112.241
"111","103","      Garments","DGARRA3",13.975,14.383,14.317,14.474,14.518,14.611,14.338,14.382,14.51,14.653,14.77,15.187,15.258,15.477,15.551,15.684,15.632,15.782,16.084,15.922,16.606,17.045,17.362,17.559,17.589,17.54,17.917,18.637,18.974,19.082,19.382,19.2,19.178,19.352,19.47,19.319,19.803,19.935,20.28,20.204,20.477,20.427,20.414,20.331,20.33,20.334,20.233,20.6,20.706,21.277,21.42,21.74,21.925,22.431,23.19,23.721,24.445,24.407,24.456,24.688,24.827,24.5,24.153,23.213,24.077,24.921,25.363,25.549,25.823,25.913,26.24,26.541,26.364,27.162,27.636,29.05,29.293,30.261,30.815,31.46,31.525,31.764,32.908,33.053,32.934,32.768,33.712,34.347,35.244,35.42,35.994,35.953,36.376,35.934,36.608,37.315,37.597,38.864,39.309,40.86,41.549,43.281,42.519,43.325,43.656,44.144,44.89,45.45,46.57,48.125,48.369,48.356,49.012,49.383,50.166,49.653,50.508,50.106,51.294,52.664,52.785,53.141,54.51,54.771,54.161,53.32,53.113,52.455,53.191,54.18,54.065,52.917,55.045,56.145,57.519,58.312,58.033,59.1,59.609,60.319,61.789,61.716,62.458,64.075,64.195,64.629,65.999,65.875,66.184,67.939,69.197,69.616,69.594,68.79,71.316,72.282,73.668,74.936,74.3,75.808,78.672,79.22,79.662,79.716,81.039,83.078,83.829,84.723,83.341,83.699,83.816,85.43,86.256,86.542,86.004,88.868,88.539,90.762,92.59,92.745,95.078,93.945,94.996,97.124,98.44,100.411,100.292,102.862,103.543,102.583,103.205,104.266,104.882,104.511,105.499,105.19,104.496,107.618,105.368,101.723,100.502,98.704,99.795,100.999,103.256,105.131,105.303,108.809,109.745,110.494,108.297,108.923,110.358,108.699,110.36,109.904,111.444,111.874,110.645,110.995,109.714,111.772
"112","104","        Women's and girls' clothing (10)","DWGCRA3",12.452,12.658,12.598,12.738,12.776,12.932,12.798,12.811,12.945,13.057,13.129,13.552,13.7,13.895,13.993,14.119,14.061,14.246,14.558,14.436,15.063,15.44,15.699,15.843,15.858,15.755,16.05,16.83,17.173,17.234,17.222,17.079,16.964,17.063,17.112,17.004,17.452,17.493,17.916,17.8,17.994,17.982,17.958,17.773,17.783,17.919,17.804,18.171,18.304,18.849,18.952,19.24,19.181,19.477,20.168,20.606,21.27,21.189,21.154,21.264,21.419,21.261,20.918,20.223,20.948,21.733,22.055,22.197,22.557,22.603,22.801,22.894,23.49,23.558,23.611,24.758,25.334,26.341,27.144,27.55,27.602,27.918,28.948,29.195,29.161,29.139,29.995,30.709,31.676,32.002,32.609,32.722,33.336,32.813,33.456,34.315,34.811,36.109,36.408,38.218,38.985,40.755,40.092,40.766,41.162,41.813,42.794,43.303,44.787,46.518,46.664,46.787,47.105,47.433,48.078,47.309,48.23,47.456,48.738,50.255,50.591,50.507,52.154,52.404,51.411,50.566,50.288,49.509,50.268,51.587,51.212,50.014,52.365,53.568,54.733,55.803,55.283,56.219,56.465,56.917,57.787,57.593,58.583,60.156,60.426,60.605,61.741,61.439,61.797,63.851,64.952,65.469,64.757,63.764,66.32,67.311,68.904,70.167,69.911,72.101,75.342,75.926,76.454,76.617,78.587,81.103,81.905,82.224,80.537,81.595,82.125,84.285,85.035,84.955,84.23,87.082,86.919,89.07,90.965,91.759,94.216,92.901,94.155,95.969,97.832,100.254,99.941,102.474,103.453,101.808,102.749,103.57,103.64,103.666,105.869,105.608,104.748,108.37,104.916,101.546,101.07,99.044,99.36,100.527,102.731,105.474,105.697,109.072,109.734,110.368,108.286,109.494,111.215,108.772,111.346,110.717,112.252,113.88,111.884,112.387,111.04,113.029
"113","105","        Men's and boys' clothing (11)","DMBCRA3",18.257,19.195,19.11,19.308,19.358,19.275,18.633,18.754,18.853,19.065,19.293,19.704,19.593,19.879,19.876,20.019,19.947,19.976,20.248,19.993,20.884,21.533,22.014,22.324,22.33,22.35,22.888,23.465,23.822,24.062,25.138,24.838,25.002,25.314,25.58,25.295,25.896,26.267,26.381,26.328,26.713,26.49,26.403,26.471,26.341,25.958,25.881,26.284,26.47,27.243,27.534,27.899,28.565,29.472,30.311,30.967,31.816,31.855,32.027,32.437,32.466,31.853,31.669,30.214,31.489,32.577,33.247,33.465,33.48,33.655,34.225,35.074,33.02,35.622,37.087,39.21,38.466,39.261,39.17,40.307,40.266,40.347,41.683,41.564,41.166,40.797,41.944,42.333,43.095,42.951,43.405,42.952,42.753,42.503,43.272,43.695,43.672,44.957,45.748,46.892,47.414,49.094,48.167,49.348,49.636,49.811,50.09,50.9,51.589,53.103,53.268,53.014,54.264,54.845,55.725,56.058,56.566,56.872,57.878,58.913,59.001,60.211,60.933,61.205,61.6,60.895,60.827,60.262,60.98,61.692,62.063,60.813,62.605,63.982,65.933,66.358,66.296,67.594,68.635,69.895,72.568,72.705,73.013,75.158,74.955,75.564,77.692,77.957,78.53,79.896,81.321,81.629,82.805,82.613,84.93,85.745,86.627,88.027,86.617,87.333,89.536,89.934,90.475,90.199,90.759,92,92.451,94.058,93.123,92.273,91.525,92.28,93.03,94,93.693,96.984,95.951,97.985,99.54,98.145,100.12,98.958,99.767,102.474,102.379,103.589,103.222,105.446,105.662,105.542,105.626,106.691,107.912,106.429,104.653,104.441,103.871,106.449,105.883,101.855,99.429,98.087,100.669,101.814,104.073,104.93,105.075,108.85,109.708,110.526,108.5,108.32,109.851,109.376,109.603,109.196,110.507,108.87,108.492,108.826,107.947,110.351
"114","106","        Children's and infants' clothing (12)","DCICRA3",4.817,4.894,4.892,4.98,5.062,5.213,5.226,5.249,5.435,5.566,5.656,5.848,5.833,5.927,6.102,6.251,6.455,6.806,7.049,6.916,6.853,6.709,6.737,6.976,7.439,7.874,8.382,8.882,8.862,8.774,8.742,8.785,9.071,9.502,9.717,9.866,9.96,9.891,10.453,11.007,11.801,12.471,13.25,13.933,14.772,15.455,15.464,15.44,14.294,13.528,13.166,13.644,14.611,15.791,17.018,18.192,18.909,19.066,19.693,20.702,21.329,20.175,18.665,17.604,17.735,17.744,18.411,18.976,19.548,19.731,20.332,20.155,20.663,20.478,20.648,21.215,22.746,24.016,24.903,25.725,26.552,26.656,27.95,28.277,28.69,27.896,28.667,29.621,30.331,30.484,31.27,31.703,33.264,32.745,33.184,33.705,33.275,34.057,34.222,35.058,35.758,37.276,36.389,36.591,36.478,36.845,37.521,37.33,36.932,36.951,38.468,38.317,39.318,39.072,40.688,38.585,40.428,40.25,41.332,42.84,41.039,41.442,43.252,43.551,41.723,40.339,40.153,40.237,40.783,39.953,39.943,39.818,41.371,40.114,40.621,40.523,41.512,42.645,43.022,43.462,44.689,44.749,45.231,44.663,44.981,46.91,46.704,46.316,44.888,45.799,47.613,47.708,48.005,45.947,49.208,50.685,52.736,53.382,53.17,52.571,55.471,56.475,55.68,56.385,55.907,57.767,59.52,61.898,61.004,61.114,61.831,62.923,64.728,64.87,64.802,65.782,67.357,71.05,73.568,75.572,78.542,79.121,79.568,81.66,84.985,86.739,89.461,94.004,94.335,95.279,95.667,98.784,101.334,102.723,106.253,105.097,105.289,106.785,106.795,102.606,100.81,98.721,99.334,101.136,103.854,103.157,103.026,106.369,110.039,111.455,107.415,106.895,105.419,104.834,105.536,106.304,108.991,109.238,110.483,109.556,106.847,107.812
"115","107","      Other clothing materials and footwear (13 and 17)","DOCCRA3",21.903,22.079,21.686,21.771,21.86,22.082,21.942,21.284,21.481,21.747,21.933,22.428,22.593,22.563,22.636,22.781,22.63,22.466,22.735,22.608,23.392,23.996,23.97,24.069,24.025,24.09,24.537,25.247,26.117,26.002,25.841,25.664,25.864,25.912,25.856,25.899,26.951,27.162,27.62,27.042,26.926,27.73,28.576,28.303,26.681,26.234,26.403,26.655,27.004,27.337,27.34,27.577,27.771,28.744,29.324,30.842,31.311,30.993,31.02,30.886,30.719,30.505,29.619,27.961,28.545,29.39,29.78,29.887,30.485,30.372,30.931,31.203,32.456,31.552,31.847,33.22,33.902,35.815,35.844,37.086,36.731,36.751,37.702,38.125,37.49,37.356,37.842,38.786,39.899,40.11,39.923,39.602,39.82,38.291,38.854,39.38,39.765,40.988,41.64,42.848,43.288,43.303,43.227,44.019,44.556,45.795,45.622,46.308,47.777,49.228,49.474,49.808,51.315,50.743,51.392,51.584,51.451,51.648,52.598,52.815,53.204,55.515,55.885,55.884,56.146,55.35,55.64,54.985,54.82,54.586,54.21,53.201,55.583,55.437,55.486,55.815,55.932,57.135,58.129,58.877,60.021,59.664,61.422,63.263,61.52,63.279,63.475,64.37,65.449,66.52,67.12,67.622,67.888,68.106,69.29,69.889,72.088,73.168,73.041,75.709,77.889,79.146,80.057,80.954,82.162,82.658,84.268,84.139,82.888,84.266,83.206,83.899,85.453,84.327,83.954,85.809,85.623,88.56,91.236,91.714,94.012,92.968,93.556,94.475,95.779,98.227,97.348,101.934,102.266,102.519,105.444,106.628,107.518,108.724,108.896,108.098,106.664,109.669,107.461,102.518,101.242,99.022,99.891,99.845,102.264,103.246,103.785,106.349,107.305,109.494,109.768,111.462,113.817,110.865,111.502,110.117,110.73,111.571,111.054,112.998,112.91,114.073
"116","108","        Clothing materials","DCSMRA3",42.327,42.912,42.668,42.594,42.228,42.075,41.22,41.21,41.663,41.934,42.149,43.36,44.088,44.705,44.604,44.661,44.611,45.062,44.956,42.762,42.466,41.394,40.86,40.949,42.017,42.589,44.012,45.714,46.119,45.512,44.46,42.725,41.267,40.432,39.759,38.843,40.217,40.42,41.228,40.415,40.214,39.42,38.854,38.093,37.37,37.357,37.93,40.453,42.726,46.311,48.874,51.591,52.92,54.903,57.601,58.93,60.325,59.446,59.098,59.644,61.385,62.38,61.093,57.098,55.277,53.78,53.193,54.508,58.94,62.836,65.663,66.45,65.93,64.427,63.405,65.638,65.68,69.955,68.84,70.619,64.772,64.674,66.282,68.763,70.646,65.146,66.572,68.67,69.812,66.397,64.648,65.772,67.692,66.839,68.619,72.797,71.463,71.186,70.036,70.697,75.557,74.277,74.428,76.249,75.213,74.838,76.505,78.45,81.148,83.35,80.161,80.703,85.854,91.971,91.731,91,89.996,88.272,89.041,90.18,87.118,88.767,97.017,90.424,86.362,85.942,84.041,84.393,87.152,87.612,85.401,80.779,85.162,87.872,82.2,83.402,81.957,88.301,85.723,85.448,85.638,82.956,82.815,80.536,77.231,74.349,71.265,73.38,80.851,73.359,72.923,76.256,73.924,75.519,79.12,78.646,80.823,85.752,86.077,89.974,94.647,95.472,98.098,99.93,103.433,107.927,105.293,104.327,106.867,107.481,109.678,116.199,117.697,118.304,120.008,125.727,119.615,121.649,121.764,117.655,122.019,118.108,119.674,117.499,117.144,115.508,115.421,116.316,117.217,111.235,112.04,106.998,108.904,111.464,104.169,103.72,101.709,106.249,103.407,104.646,102.507,100.041,96.72,100.732,100.754,99.486,101.667,101.15,99.198,101.724,101.366,98.914,99.663,99.19,96.751,103.529,108.841,108.088,109.043,105.815,103.283,105.453
"117","109","        Standard clothing issued to military personnel","DMICRA3",33.333,30.888,28.356,28.239,28.22,28.181,28.181,28.2,28.258,28.278,30.655,42.326,49.25,49.216,35.174,28.084,32.855,35.082,39.599,41.843,41.815,39.335,34.588,32.261,34.611,32.219,45.738,61.515,82.011,92.983,97.452,99.264,101.053,104.859,108.968,112.614,116.311,119.171,108.324,95.507,94.396,92.208,88.17,86.058,83.214,80.565,80.282,79.725,75.388,69.356,49.069,39.158,30.937,32.588,34.684,37.534,42.269,41.377,40.218,38.994,39.076,40.49,42.191,44.762,47.265,47.518,48.381,47.295,46.443,46.436,49.207,47.318,45.56,48.441,44.649,44.394,40.133,44.268,43.686,43.049,50.872,50.273,49.869,50.64,51.994,51.237,49.828,51.628,44.363,40.98,40.387,41.957,44.95,44.74,44.562,44.518,48.301,50.558,51.2,50.739,48.422,46.509,44.372,42.191,39.269,38.055,37.604,37.847,40.201,40.997,41.741,41.965,41.197,41.028,40.815,40.811,40.829,41.054,41.374,41.901,43.537,43.589,42.74,41.264,38.093,36.726,36.065,36.377,36.732,39.221,43.222,48.331,56.499,61.534,65.119,67.098,67.045,66.599,66.25,66.097,66.471,66.383,66.318,66.279,66.542,66.298,66.016,65.863,64.574,64.977,65.983,67.308,70.692,72.05,72.539,72.422,71.155,70.456,69.25,67.862,65.575,64.932,65.469,66.697,69.658,71.854,73.56,75.079,76.234,77.133,77.797,78.889,78.667,82.315,88.937,97.174,107.73,109.33,108.079,105.042,91.308,78.437,69.113,65.263,72.551,78.733,83.306,86.826,86.188,86.692,89.914,95.482,96.908,96.162,96.409,97.602,95.72,93.703,94.409,97.434,100.375,101.36,100.543,97.722,94.063,90.469,87.575,85.066,82.347,79.519,76.964,75.056,73.21,72.746,73.911,75.834,79.237,81.634,82.033,80.311,77.361,75.509
"118","110","        Shoes and other footwear","DSHURA3",20.434,20.599,20.204,20.305,20.435,20.694,20.61,19.883,20.063,20.335,20.504,20.861,20.932,20.849,21.044,21.251,21.053,20.819,21.09,21.112,22,22.772,22.822,22.941,22.787,22.83,23.106,23.634,24.409,24.252,24.127,24.055,24.374,24.464,24.427,24.52,25.538,25.734,26.245,25.764,25.661,26.614,27.607,27.382,25.686,25.217,25.359,25.445,25.679,25.808,25.745,25.86,26.021,26.92,27.333,28.867,29.241,28.967,29.031,28.851,28.538,28.22,27.343,25.824,26.58,27.607,28.069,28.094,28.421,28.01,28.392,28.642,30.049,29.161,29.579,30.904,31.665,33.398,33.51,34.726,34.693,34.724,35.636,35.919,35.107,35.334,35.768,36.627,37.791,38.27,38.192,37.761,37.846,36.263,36.747,37.023,37.504,38.823,39.601,40.857,41.01,41.127,41.05,41.792,42.463,43.831,43.531,44.132,45.508,46.911,47.401,47.72,48.984,47.938,48.654,48.912,48.839,49.173,50.142,50.29,50.914,53.288,53.117,53.584,54.177,53.359,53.814,53.079,52.701,52.399,52.122,51.327,53.529,53.147,53.569,53.825,54.052,54.913,56.161,56.987,58.203,58.004,59.906,62.051,60.405,62.517,62.961,63.774,64.398,66.112,66.788,67.071,67.502,67.612,68.632,69.31,71.537,72.371,72.222,74.841,76.889,78.189,78.99,79.821,80.861,81.074,82.972,82.887,81.361,82.795,81.499,81.788,83.363,82.08,81.51,83.052,83.186,86.197,89.081,89.901,92.187,91.436,92.036,93.205,94.573,97.263,96.29,101.126,101.431,102.083,105.143,106.698,107.517,108.65,109.288,108.452,107.057,110.007,107.816,102.424,101.169,98.94,100.086,99.805,102.421,103.582,104.043,106.843,108.015,110.222,110.559,112.552,115.045,111.911,112.746,110.802,111.093,112.024,111.404,113.708,113.8,114.921
"119","111","    Gasoline and other energy goods","DGOERA3",50.619,50.718,50.533,50.531,50.96,52.155,51.253,51.26,50.636,51.935,50.778,50.92,52.361,52.478,52.412,53.649,54.954,54.381,54.204,54.659,55.618,56.99,58.729,58.493,58.221,59.703,61.095,61.759,61.807,63.364,64.213,64.536,64.418,65.042,64.892,66.08,67.459,67.556,68.272,68.142,69.642,70.535,70.771,72.274,73.456,72.774,73.892,73.918,75.333,76.526,76.192,76.254,77.902,78.555,80,83.274,85.116,84.521,84.89,83.578,74.416,76.89,78.414,80.865,79.331,80.057,79.413,79.004,81.424,82.972,84.105,86.321,84.705,84.592,85.561,85.971,86.695,87.373,86.364,85.892,88.181,84.048,82.771,81.328,79.216,76.593,75.4,75.382,75.89,75.679,75.555,75.493,76.354,76.506,75.237,75.014,76.692,76.372,77.975,78.745,78.182,79.416,79.949,80.608,80.676,81.077,81.347,81.213,82.9,84.752,86.036,87.12,85.854,88.171,86.023,87.273,88.12,89.38,89.339,90.368,90.51,90.014,89.843,92.55,89.826,89.385,90.188,87.008,86.896,88.428,89.492,88.698,90.131,92.157,92.406,92.94,92.74,93.748,95.388,94.973,96.205,95.636,95.968,95.068,97.409,98.198,97.1,97.311,98.628,99.259,99.289,99.011,99.662,101.05,101.494,101.976,102.54,103.796,104.475,104.695,105.268,107.472,105.998,106.318,102.279,104.025,104.251,103.415,103.679,102.154,103.831,103.907,103.319,104.182,104.578,104.714,103.636,103.33,104.527,105.742,105.374,105.544,104.873,105.005,106.925,104.31,102.752,104.989,104.131,103.359,104.078,106.611,106.022,104.625,103.853,102.847,101.991,100.443,96.964,99.061,102.588,100.085,99.226,98.101,98.181,99.312,99.891,99.41,98.473,95.983,95.85,95.418,94,95.486,95.216,93.747,95.076,95.042,95.93,95.913,96.436,95.536
"120","112","      Motor vehicle fuels, lubricants, and fluids (59)","DMFLRA3",36.556,36.865,36.69,37.043,37.209,38.861,38.144,37.98,37.956,38.818,38.398,38.593,39.653,39.839,40.118,40.677,41.011,41.53,41.108,41.557,42.65,43.467,44.163,43.973,44.325,45.439,45.869,46.851,47.5,48.538,48.862,48.971,49.253,49.694,50.196,51.027,52.314,53.134,54.271,54.39,55.554,56.908,57.393,58.649,59.955,59.986,61.105,61.603,62.501,63.614,63.941,64.343,65.325,65.481,66.245,67.715,70.048,69.148,69.781,69.556,62.786,65.236,67.055,69.739,68.484,68.535,67.489,68.192,69.612,70.687,71.138,72.175,72.069,72.967,73.61,73.656,73.355,74.801,75.515,75.367,76.506,73.047,72.892,72.583,70.992,69.793,68.657,68.744,70.666,70.625,70.609,70.502,71.49,72.295,71.105,71.031,73.258,71.541,73.326,74.183,73.683,75.299,75.937,76.57,76.278,76.883,77.033,77.219,78.937,80.209,80.842,82.362,81.517,83.773,82.245,83.446,83.727,85.26,84.903,85.998,87.072,86.26,86.217,87.946,87.43,85.771,86.264,85.118,84.237,85.418,85.805,85.603,87.223,88.144,89.711,89.938,89.549,90.862,92.031,91.465,91.902,92.556,92.282,91.693,94.178,94.262,93.322,93.105,94.475,96.127,95.985,96.226,97.541,98.556,98.898,99.439,100.644,101.449,102.409,102.612,102.657,104.665,103.63,104.499,101.081,102.433,102.9,102.135,102.078,100.72,102.65,102.91,102.137,102.548,102.981,102.878,102.616,102.071,102.513,103.466,103.869,104.334,103.632,104.523,106.451,104.108,103.125,105.949,105.432,103.881,104.501,107.321,106.403,105.208,104.527,103.739,103.287,102.135,98.458,99.473,102.467,99.991,99.526,98.016,98.5,100.155,100.606,100.16,99.58,97.664,97.291,97.008,96.543,97.493,96.654,95.615,97.034,97.23,98.378,97.469,97.569,97.602
"121","113","        Gasoline and other motor fuel","DGASRA3",36.732,37.034,36.854,37.193,37.37,39.032,38.301,38.141,38.129,39.031,38.598,38.804,39.876,40.057,40.343,40.892,41.237,41.774,41.346,41.81,42.92,43.751,44.454,44.257,44.602,45.714,46.145,47.131,47.789,48.841,49.161,49.267,49.556,50.002,50.515,51.361,52.66,53.497,54.643,54.77,55.938,57.292,57.798,59.078,60.411,60.429,61.579,62.077,62.996,64.156,64.478,64.877,65.887,66.06,66.814,68.273,70.619,69.689,70.323,70.021,63.094,65.506,67.364,70.11,68.849,68.886,67.781,68.476,69.921,71.02,71.462,72.486,72.064,72.959,73.598,73.611,73.318,74.751,75.368,75.069,76.063,72.502,72.248,71.884,70.296,69.103,67.952,68.007,69.841,69.773,69.772,69.734,70.85,71.773,70.682,70.633,72.816,71.06,72.781,73.572,73.022,74.57,75.207,75.881,75.589,76.284,76.526,76.799,78.586,79.953,80.614,82.186,81.265,83.505,81.974,83.237,83.418,84.913,84.534,85.607,86.699,85.864,85.781,87.445,86.821,85.112,85.557,84.4,83.553,84.692,85.019,84.738,86.208,87.061,88.56,88.747,88.372,89.669,90.829,90.271,90.697,91.373,91.127,90.578,93.19,93.349,92.463,92.274,93.683,95.384,95.301,95.593,97.073,98.103,98.434,98.935,99.979,100.641,101.587,101.927,102.22,104.389,103.4,104.203,100.678,101.947,102.399,101.659,101.671,100.398,102.398,102.728,101.935,102.357,102.768,102.595,102.241,101.613,102.003,102.963,103.386,103.849,103.094,103.879,105.676,103.214,102.162,104.994,104.486,102.954,103.586,106.47,105.507,104.275,103.598,102.898,102.533,101.428,97.849,98.97,102.332,100.053,99.622,97.992,98.333,99.82,100.104,99.495,98.626,96.488,96.009,95.75,95.41,96.452,95.688,94.685,96.078,96.247,97.374,96.46,96.554,96.581
"122","114","        Lubricants and fluids","DLUBRA3",27.746,28.412,28.492,29.476,29.111,30.269,30.206,29.888,29.285,28.317,28.476,28.206,28.698,29.095,29.047,30.031,29.873,29.619,29.444,29.254,29.571,29.777,30.142,30.285,30.904,32.063,32.412,33.174,33.428,33.857,34.317,34.555,34.523,34.73,34.777,34.936,35.698,35.73,36.444,36.253,37.222,38.476,38.095,38.333,38.539,39.063,38.904,39.333,39.396,38.698,39.174,39.65,39.555,39.063,40.126,41.888,43.555,43.793,44.38,47.19,47.412,51.587,51.523,51.333,50.38,51.031,52.761,53.809,54.063,53.999,54.84,56.444,71.269,72.221,73.046,74.554,73.921,75.963,81.205,88.342,96.807,98.967,104.768,108.063,106.647,105.213,105.279,107.572,115.23,117.065,116.019,111.077,103.264,96.419,89.276,87.73,92.488,93.317,98.85,103.562,106.05,111.523,112.083,110.211,109.78,105.173,100.034,95.406,93.592,90.354,89.929,89.323,91.737,94.676,93.326,91.382,96.611,99.891,100.534,102.594,102.763,103.108,105.113,110.035,115.069,116.167,119.289,118.935,116.182,119.58,122.987,126.792,136.046,140.438,145.451,147.799,146.651,148.735,150.309,149.343,150.335,149.873,148.158,145.65,141.83,138.2,134.696,133.123,132.549,131.706,128.663,126.337,119.24,119.52,120.522,123.068,132.012,139.104,140.47,134.439,123.697,118.244,114.623,118.571,120.818,126.688,127.896,125.714,121.76,115.69,113.919,110.907,111.159,111.153,112.665,115.867,120.332,124.036,127.012,127.561,126.802,127.408,130.006,137.443,147.465,152.649,156.478,158.448,157.478,154.794,154.517,153.197,154.755,156.08,155.629,149.79,144.417,140.036,128.641,122.037,108.939,97.834,94.845,98.383,105.705,115.211,123.296,130.877,145.525,156.259,161.781,160.015,152.629,148.513,143.681,140.714,143.53,145.169,147.372,146.801,147.207,147.552
