"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"1140","298","        Labor organization dues","DUNSRA3",121.006,120.672,121.401,120.209,120.5,119.603,120.578,120.757,119.855,119.826,119.611,119.523,119.724,120.328,120.365,119.894,120.377,120.609,121.115,120.752,120.255,119.196,118.149,118.373,119.452,120.288,120.79,121.832,123.014,122.544,122.468,120.824,120.522,121.403,121.121,120.989,119.529,118.259,116.807,116.017,115.478,115.368,114.901,114.125,113.036,112.854,112.615,112.287,111.303,112.266,112.895,112.744,111.955,111.002,110.984,110.763,109.689,108.949,108.984,109.082,108.38,108.911,109.461,109.531,107.691,106.367,106.009,105.08,104.662,104.104,104.274,103.661,101.583,101.384,101.163,100.752,100.529,100.214,100.256,99.823,98.797,98.112,97.38,96.913,96.616,96.277,96.536,96.529,95.856,94.9,94.911,94.658,94.93,94.592,94.504,95.257,95.482,96.016,96.59,97.151,97.129,97.564,97.99,97.955,98.62,98.334,98.823,98.092,97.171,97.108,96.1,95.914,95.854,96.773,96.99,98.094,98.87,98.688,96.988,95.05,93.81,95.225,96.531,96.891,96.261,95.258,94.413,94.482,94.151,94.693,95.492,95.989,96.778,96.824,96.86,96.507,96.677,96.518,96.459,96.311,96.168,96.157,95.728,95.51,95.907,96.571,97.369,97.573,97.676,97.483,97.614,97.523,97.577,97.85,97.619,98.457,98.959,99.355,99.898,100.535,100.976,101.767,102.221,102.633,103.063,103.531,103.155,102.831,101.488,101.422,101.357,101.47,100.669,100.193,99.982,99.788,99.49,98.433,98.09,97.62,97.354,97.012,97.066,96.784,96.576,96.081,95.643,95.39,95.575,95.397,94.943,94.561,93.726,93.772,93.59,93.333,93.555,93.334,93.185,93.113,93.094,93.329,93.33,93.633,93.727,93.899,93.583,93.165,93.145,93.333,93.17,92.859,92.355,92.339,91.956,91.977
"1141","299","        Professional association dues","DAXSRA3",72.833,72.728,73.863,73.969,74.278,74.453,74.591,74.739,74.756,74.683,74.839,75.081,74.508,74.287,73.449,73,72.477,72.607,72.548,72.463,72.503,72.748,72.881,73.461,73.843,73.889,74.086,74.552,74.997,74.143,74.461,74.366,75.442,75.921,76.106,76.639,76.857,77.146,77.095,76.993,76.912,77.418,77.584,77.138,77.503,78.113,78.517,78.654,78.899,79.138,79.733,80.421,81.068,81.866,81.635,81.696,82.49,83.194,83.522,83.572,83.513,83.702,84.061,84.168,84.085,83.917,84.022,84.885,85.724,86.097,86.438,87.009,87.714,88.239,88.507,88.273,88.367,88.405,89.098,89.566,90.53,90.435,90.578,90.246,90.655,90.928,91.647,92.129,92.367,93.105,93.596,93.964,93.979,93.988,93.731,93.771,94.426,94.402,94.142,94.468,94.908,95.241,95.586,95.905,96.025,96.305,96.251,96.258,95.767,95.242,94.648,94.396,94.353,94.262,94.59,94.738,94.807,94.507,94.304,94.31,94.861,96.347,97.1,97.653,97.206,97.242,96.756,97.091,98.014,99.351,100.64,101.136,101.033,99.967,99.587,100.329,102.003,103.584,104.116,103.66,104.144,103.998,104.078,104.337,104.759,105.368,105.526,105.794,105.591,105.816,105.733,105.407,104.968,105.451,105.81,105.353,103.402,102.678,102.104,101.389,100.449,100.065,99.573,98.901,98.317,97.514,97.26,97.385,98.42,99.596,100.397,101.1,101.373,101.213,101.251,101.125,100.597,98.32,97.839,98.768,100.16,100.896,100.681,99.433,99.111,99.22,99.795,99.885,99.923,100.589,100.877,100.222,98.668,98.399,99.373,100.962,101.855,101.962,101.034,99.362,98.362,98.311,99.077,100.802,103.207,104.101,103.335,101.54,100.754,100.932,102.854,103.874,105.294,106.248,106.633,106.1
"1142","300","        Funeral and burial services","DFUNRA3",92.261,93.33,94.101,95.857,88.777,91.829,92.751,94.291,91.662,92.602,92.124,90.939,91.63,90.632,92.314,90.738,92.494,90.796,89.382,87.926,91.448,89.197,90.813,90.289,85.875,84.493,82.944,86.367,89.991,89.385,90.642,87.352,88.756,91.14,90.573,88.957,92.294,95.709,95.764,91.337,91.024,95.13,93.047,98.467,92.73,93.302,89.087,93.076,97.494,97.681,99.459,97.749,95.791,91.905,95.368,95.722,92.462,97.448,96.193,88.4,99.686,101.47,91.943,93.678,95.059,94.445,97.559,95.853,98.919,95.528,95.871,99.543,98.854,97.139,99.845,103.819,103.311,104.12,101.04,102.576,103.473,102.117,100.669,99.11,97.032,99.414,100.004,96.735,96.643,95.878,96.117,96.269,96.701,96.891,99.68,99.367,99.047,100.677,100.335,102.514,105.306,109.9,107.78,107.305,110.182,111.317,109.036,116.568,112.067,106.882,102.303,104.743,103.954,105.325,105.547,105.553,104.408,104.799,105.199,106.653,110.548,115.617,113.583,112.658,111.041,110.694,110.262,111.099,110.274,109.629,111.424,110.949,107.9,108.524,110.333,109.068,111.535,109.785,109.601,110.599,110.845,110.658,108.453,109.564,108.393,110.214,107.28,110.376,109.885,109.821,110.66,109.197,108.977,109.19,110.517,108.841,108.727,107.839,113.288,109.196,107.615,107.133,104.967,105.086,103.659,103.313,104.645,102.729,103.235,102.574,101.636,101.671,99.448,99.681,98.332,97.728,97.37,100.623,98.342,99.361,99.604,99.504,101.47,101.24,102.987,101.851,101.616,100.244,100.308,99.195,98.84,99.189,101.869,101.39,100.847,100.178,100.607,100.324,100.61,100.404,100.206,100.917,100.696,99.912,97.595,100.774,99.206,100.121,100.456,100.796,100.742,101.247,101.815,101.675,101.602,99.548
"1143","301","      Personal care and clothing services (14 and parts of 17 and 118)","DPERRA3",77.804,78.095,78.344,78.623,78.909,79.181,79.455,79.816,80.134,80.426,80.932,81.072,81.32,81.514,81.593,81.741,81.774,81.974,81.909,81.922,82.155,82.309,82.487,82.903,83.098,83.326,83.584,83.884,84.199,84.535,84.894,85.285,85.69,86.11,86.549,87.003,87.5,87.951,88.375,88.795,89.2,89.593,89.974,90.342,90.693,91.023,91.329,91.606,91.868,92.134,92.429,92.765,93.13,93.528,93.95,94.404,94.884,95.386,95.903,96.438,97.007,97.494,97.918,98.292,98.584,98.817,98.99,99.088,99.121,99.078,98.962,98.771,98.505,98.266,98.071,97.919,97.806,97.742,97.717,97.74,97.809,97.911,98.05,98.225,98.465,98.659,98.832,99.011,99.223,99.386,99.584,99.762,99.956,100.066,100.192,100.422,100.653,100.917,101.165,101.406,101.673,102.015,102.39,102.798,103.214,103.656,104.086,104.475,104.841,105.199,105.576,105.985,106.365,106.701,107.004,107.29,107.554,107.797,108.022,108.234,108.442,108.578,108.676,108.744,108.81,108.863,108.915,108.914,108.862,108.755,108.711,108.768,108.905,109.075,109.266,109.497,109.695,109.873,110.026,110.192,110.385,110.586,110.637,110.552,110.311,110.1,109.924,109.799,109.67,109.547,109.431,109.331,109.247,109.17,109.088,108.993,108.881,108.717,108.506,108.238,107.927,107.556,107.134,106.747,106.385,106.049,105.364,104.319,102.93,101.775,100.869,100.207,99.656,99.212,98.878,98.818,99.041,99.536,99.664,99.414,99.903,100.459,101.08,101.768,102.257,102.544,102.634,102.873,103.261,103.793,104.152,104.346,105.068,105.493,105.624,105.476,105.468,105.599,105.885,106.064,106.145,106.111,105.994,105.803,106.107,106.516,107.058,107.722,108.102,108.209,108.038,108.175,108.621,109.364,109.752,109.782
"1144","302","        Personal care services","DPCSRA3",69.331,69.606,69.838,70.106,70.38,70.625,70.883,71.239,71.553,71.803,72.34,72.461,72.809,73.011,73.07,73.169,73.175,73.381,73.285,73.284,73.537,73.77,73.953,74.402,74.629,74.884,75.157,75.461,75.783,76.127,76.493,76.89,77.301,77.727,78.164,78.609,79.085,79.526,79.946,80.365,80.768,81.156,81.53,81.89,82.233,82.554,82.852,83.123,83.379,83.644,83.941,84.279,84.651,85.06,85.496,85.969,86.471,87,87.549,88.121,88.73,89.26,89.729,90.146,90.482,90.761,90.979,91.125,91.206,91.213,91.146,91.003,90.784,90.602,90.471,90.39,90.354,90.372,90.434,90.549,90.715,90.919,91.17,91.464,91.831,92.157,92.455,92.769,93.129,93.439,93.792,94.125,94.48,94.798,95.107,95.395,95.633,95.892,96.187,96.527,96.898,97.332,97.801,98.302,98.831,99.394,99.942,100.468,100.98,101.486,101.998,102.529,103.031,103.487,103.909,104.311,104.685,105.037,105.368,105.687,105.999,106.227,106.403,106.535,106.659,106.763,106.861,106.889,106.851,106.741,106.71,106.795,106.974,107.197,107.45,107.753,108.021,108.27,108.494,108.728,108.987,109.251,109.363,109.337,109.152,108.994,108.87,108.793,108.715,108.644,108.582,108.525,108.473,108.418,108.383,108.361,108.349,108.278,108.154,107.967,107.728,107.419,107.049,106.688,106.328,105.967,105.263,104.204,102.807,101.656,100.768,100.138,99.618,99.206,98.902,98.87,99.114,99.626,99.767,99.527,100.193,100.887,101.605,102.35,102.88,103.19,103.289,103.565,104.019,104.648,105.072,105.299,106.06,106.507,106.642,106.48,106.484,106.656,107.01,107.247,107.374,107.374,107.264,107.053,107.117,107.493,108.21,109.255,109.887,110.114,109.931,110.076,110.548,111.337,111.766,111.832
"1145","303","          Hairdressing salons and personal grooming establishments","DBBBRA3",60.369,60.881,61.294,61.269,61.486,61.591,61.73,62.022,62.258,62.45,62.933,62.621,62.4,62.375,62.243,62.416,62.321,62.584,62.355,62.288,62.6,62.945,63.127,63.752,64.392,65.01,65.59,66.148,66.667,67.153,67.608,68.037,68.425,68.769,69.068,69.322,69.53,69.729,69.92,70.117,70.309,70.497,70.679,70.859,71.03,71.192,71.343,71.479,71.611,71.751,71.915,72.117,72.344,72.603,72.888,73.202,73.54,73.901,74.279,74.678,75.106,75.481,75.816,76.123,76.376,76.592,76.772,76.905,76.998,77.043,77.038,76.985,76.882,76.806,76.772,76.777,76.817,76.898,77.015,77.174,77.372,77.6,77.864,78.163,78.519,78.804,79.047,79.32,79.599,79.837,80.086,80.268,80.505,80.649,80.809,80.883,81.258,81.614,81.967,82.322,82.726,83.207,83.739,84.308,84.912,85.553,86.217,86.897,87.6,88.292,88.984,89.687,90.372,91.024,91.654,92.27,92.867,93.448,94.001,94.535,95.054,95.454,95.765,95.993,96.182,96.322,96.423,96.339,96.075,95.623,95.498,95.734,96.313,96.959,97.66,98.433,99.104,99.684,100.168,100.55,100.843,101.029,101.234,101.473,101.726,101.928,102.083,102.206,102.324,102.446,102.572,102.691,102.8,102.894,102.962,102.999,103.001,102.984,102.954,102.902,102.813,102.671,102.484,102.306,102.13,101.953,101.557,100.933,100.095,99.482,99.107,98.964,98.926,98.992,99.161,99.607,100.336,101.34,101.921,102.069,102.441,102.837,103.253,103.694,104.04,104.286,104.441,104.798,105.361,106.123,106.634,106.903,107.083,107.149,107.106,106.971,106.996,107.179,107.537,107.712,107.711,107.515,107.383,107.323,107.075,107.219,107.785,108.763,109.618,110.361,110.987,111.452,111.75,111.869,112.078,112.377
"1146","304","          Miscellaneous personal care services","DMPCRA3",81.792,81.742,81.724,82.399,82.753,83.195,83.62,84.067,84.488,84.821,85.432,86.162,87.31,87.832,88.158,88.153,88.303,88.429,88.52,88.616,88.785,88.855,89.041,89.238,88.875,88.609,88.445,88.383,88.419,88.556,88.792,89.142,89.581,90.122,90.752,91.471,92.331,93.117,93.863,94.599,95.305,95.98,96.629,97.247,97.835,98.386,98.897,99.362,99.798,100.244,100.732,101.268,101.847,102.473,103.127,103.829,104.567,105.337,106.134,106.952,107.823,108.576,109.236,109.811,110.268,110.635,110.907,111.07,111.133,111.084,110.924,110.65,110.264,109.926,109.655,109.449,109.303,109.225,109.207,109.257,109.373,109.541,109.771,110.057,110.434,110.817,111.193,111.563,112.039,112.451,112.955,113.505,114.03,114.6,115.125,115.724,115.762,115.874,116.083,116.397,116.715,117.077,117.446,117.842,118.256,118.696,119.069,119.365,119.592,119.823,120.069,120.349,120.582,120.752,120.87,120.959,121.01,121.028,121.036,121.044,121.059,121.038,121.022,121.017,121.05,121.105,121.199,121.386,121.671,122.049,122.151,122.02,121.626,121.244,120.859,120.493,120.194,119.976,119.834,119.86,120.07,120.443,120.423,120.026,119.226,118.565,118.047,117.692,117.34,117.001,116.676,116.375,116.098,115.838,115.66,115.558,115.528,115.384,115.132,114.76,114.314,113.777,113.158,112.547,111.938,111.328,110.206,108.561,106.407,104.536,102.964,101.683,100.52,99.475,98.547,97.883,97.49,97.362,96.935,96.198,97.253,98.338,99.449,100.591,101.362,101.759,101.787,101.959,102.277,102.735,103.047,103.221,104.721,105.648,106.006,105.807,105.784,105.939,106.288,106.601,106.885,107.124,107.04,106.642,107.091,107.751,108.653,109.784,110.141,109.735,108.557,108.311,108.998,110.609,111.31,111.092
"1147","305","        Clothing and footwear services","DCFSRA3",130.711,131.101,131.461,131.811,132.176,132.61,132.99,133.389,133.737,134.292,134.61,134.872,134.517,134.658,134.865,135.315,135.508,135.675,135.806,135.898,136.013,135.691,135.835,136.056,136.053,136.121,136.284,136.567,136.843,137.138,137.452,137.806,138.18,138.569,139.025,139.54,140.166,140.683,141.141,141.564,141.986,142.411,142.837,143.262,143.668,144.056,144.412,144.729,145.026,145.301,145.589,145.911,146.237,146.571,146.906,147.247,147.587,147.925,148.246,148.557,148.873,149.094,149.244,149.346,149.357,149.305,149.193,148.997,148.728,148.37,147.946,147.452,146.889,146.3,145.706,145.102,144.504,143.927,143.355,142.8,142.263,141.722,141.163,140.584,140.033,139.408,138.795,138.132,137.414,136.662,135.891,135.104,134.296,133.11,132.095,131.962,132.142,132.444,132.397,132.016,131.637,131.398,131.189,131.017,130.724,130.42,130.106,129.642,129.097,128.536,128.068,127.71,127.333,126.918,126.478,126.046,125.612,125.183,124.738,124.286,123.834,123.393,123.001,122.667,122.371,122.098,121.864,121.676,121.539,121.446,121.322,121.206,121.073,120.914,120.714,120.494,120.243,119.975,119.684,119.421,119.2,119.001,118.667,118.214,117.619,117.068,116.568,116.136,115.688,115.237,114.783,114.412,114.123,113.911,113.531,112.973,112.233,111.479,110.717,109.936,109.174,108.416,107.668,107.113,106.745,106.562,105.996,105.038,103.703,102.519,101.5,100.64,99.891,99.251,98.722,98.496,98.583,98.973,99.018,98.706,98.085,97.781,97.794,98.127,98.363,98.498,98.539,98.545,98.517,98.45,98.403,98.387,98.866,99.158,99.267,99.209,99.119,98.995,98.852,98.675,98.47,98.223,98.065,98.003,99.8,100.416,99.873,98.153,96.966,96.325,96.228,96.32,96.6,97.058,97.19,96.993
"1148","306","          Laundry and drycleaning services","DDRYRA3",106.8,107.036,107.285,107.879,108.334,108.812,109.288,109.788,110.314,110.963,111.463,111.956,112.034,112.45,112.9,113.523,113.908,114.273,114.574,114.816,115.02,114.908,115.008,115.115,115.277,115.491,115.774,116.152,116.508,116.868,117.229,117.611,117.999,118.385,118.811,119.269,119.791,120.251,120.676,121.089,121.514,121.954,122.409,122.877,123.341,123.804,124.254,124.687,125.115,125.54,125.989,126.482,126.992,127.524,128.075,128.644,129.224,129.816,130.419,131.038,131.687,132.218,132.655,133.016,133.272,133.45,133.551,133.554,133.473,133.29,133.004,132.614,132.119,131.662,131.258,130.903,130.585,130.322,130.097,129.922,129.795,129.698,129.644,129.634,129.709,129.611,129.463,129.182,128.739,128.249,127.664,126.997,126.272,124.986,123.907,123.958,124.189,124.657,124.716,124.382,124.043,123.864,123.717,123.632,123.397,123.159,122.927,122.515,122.014,121.503,121.123,120.892,120.639,120.346,120.026,119.715,119.404,119.099,118.786,118.474,118.171,117.874,117.624,117.426,117.27,117.141,117.054,117.008,117.008,117.048,117.092,117.178,117.283,117.35,117.366,117.35,117.274,117.153,116.979,116.815,116.674,116.537,116.265,115.874,115.342,114.852,114.411,114.035,113.644,113.248,112.848,112.562,112.389,112.323,112.025,111.487,110.704,109.913,109.121,108.317,107.545,106.79,106.06,105.558,105.279,105.221,104.824,104.079,103.003,102.027,101.164,100.408,99.759,99.215,98.777,98.642,98.82,99.3,99.494,99.39,98.777,98.461,98.442,98.724,98.939,99.081,99.159,99.143,99.034,98.826,98.679,98.605,99.227,99.627,99.809,99.788,99.752,99.701,99.649,99.541,99.385,99.164,99.04,99.021,100.818,101.379,100.725,98.839,97.507,96.742,96.542,96.541,96.74,97.128,97.252,97.112
"1149","307","          Clothing repair, rental, and alterations","DLGRRA3",198.519,199.486,200.294,199.977,200.229,200.454,200.632,200.808,200.936,201.323,201.225,200.932,199.502,198.961,198.549,198.477,198.194,197.906,197.673,197.491,197.413,196.722,197.054,197.824,197.471,197.242,197.182,197.313,197.463,197.666,197.926,198.27,198.669,199.12,199.714,200.446,201.425,202.147,202.719,203.178,203.592,203.966,204.298,204.578,204.786,204.922,204.957,204.883,204.729,204.515,204.295,204.094,203.865,203.612,203.322,203.02,202.688,202.326,201.878,201.347,200.764,200.142,199.523,198.936,198.296,197.633,196.956,196.225,195.453,194.624,193.84,193.08,192.36,191.401,190.24,188.876,187.405,185.837,184.163,182.394,180.535,178.554,176.353,173.921,171.319,168.958,166.819,164.897,163.24,161.61,160.199,158.987,157.879,156.942,156.094,155.452,155.681,155.671,155.448,155.024,154.615,154.272,153.948,153.574,153.142,152.659,152.101,151.457,150.74,149.989,149.221,148.457,147.681,146.872,146.045,145.223,144.397,143.574,142.711,141.819,140.906,140.018,139.199,138.46,137.755,137.066,136.411,135.822,135.304,134.851,134.258,133.568,132.753,131.938,131.109,130.288,129.515,128.806,128.156,127.585,127.112,126.713,126.158,125.466,124.61,123.818,123.096,122.461,121.82,121.183,120.552,119.93,119.318,118.707,118.105,117.501,116.894,116.249,115.571,114.85,114.107,113.326,112.515,111.814,111.214,110.714,109.659,108.034,105.855,103.994,102.465,101.263,100.194,99.257,98.451,97.985,97.863,98.08,97.746,96.847,96.163,95.885,96.013,96.551,96.894,97.035,96.984,97.058,97.257,97.579,97.805,97.945,98.102,98.142,98.071,97.903,97.64,97.281,96.838,96.407,95.994,95.585,95.244,94.979,96.964,97.779,97.448,95.951,94.994,94.588,94.728,95.049,95.548,96.215,96.341,95.921
"1150","308","          Repair and hire of footwear","DSCLRA3",186.726,186.293,185.796,185.229,184.129,185.094,184.573,184.148,181.538,180.961,179.875,178.641,175.809,174.346,173.279,173.475,172.557,171.215,169.874,168.262,167.617,164.779,164.524,163.128,161.632,160.312,159.148,158.152,157.313,156.636,156.111,155.749,155.525,155.433,155.467,155.625,155.992,156.288,156.599,156.955,157.332,157.731,158.154,158.605,159.072,159.553,160.041,160.531,161.047,161.402,161.635,161.767,161.777,161.665,161.437,161.083,160.597,159.985,159.227,158.343,157.331,156.301,155.267,154.265,153.258,152.248,151.252,150.255,149.261,148.267,147.273,146.267,145.256,144.338,143.527,142.826,142.229,141.747,141.362,141.087,140.915,140.83,140.842,140.945,141.185,141.322,141.34,141.237,141.157,140.895,140.624,140.3,139.841,139.311,138.643,137.944,136.366,134.871,133.484,132.218,131.07,130.085,129.224,128.475,127.833,127.304,126.885,126.567,126.36,126.124,125.873,125.625,125.367,125.081,124.782,124.472,124.142,123.798,123.42,123.016,122.593,122.139,121.692,121.261,120.833,120.395,119.961,119.522,119.084,118.641,118.169,117.709,117.234,116.803,116.401,116.049,115.736,115.476,115.264,115.089,114.967,114.879,114.827,114.829,114.863,114.826,114.721,114.566,114.346,114.071,113.742,113.351,112.897,112.371,111.782,111.123,110.389,109.664,108.954,108.25,107.571,106.905,106.257,105.628,105.01,104.401,103.803,103.208,102.633,102.071,101.536,101.019,100.53,100.068,99.633,99.222,98.843,98.484,98.145,97.816,97.57,97.349,97.154,96.985,96.848,96.74,96.667,96.628,96.623,96.648,96.691,96.76,96.493,96.301,96.188,96.17,96.237,96.387,96.635,96.972,97.405,97.919,98.515,99.2,99.445,99.682,99.94,100.204,100.476,100.766,101.068,101.389,101.725,102.064,102.408,102.755
"1151","309","      Social services and religious activities (120)","DSOCRA3",65.189,65.36,65.518,65.721,65.699,65.854,65.652,65.756,65.873,65.895,66.008,66.111,65.862,66.175,66.326,66.584,66.833,67.165,67.279,67.398,67.545,67.799,68.131,68.464,68.45,68.446,68.444,68.669,68.816,68.89,69.209,69.388,69.544,69.715,69.857,70.002,70.169,70.46,70.764,71.024,71.23,71.674,72.243,72.33,72.724,72.837,73.012,73.296,73.729,74.018,74.226,74.233,74.404,74.777,74.876,75.131,75.338,75.661,75.965,76.279,76.494,76.761,76.996,77.438,77.703,77.893,78.004,78.282,78.675,79.135,79.796,80.185,81.03,81.393,81.838,82.099,82.224,82.566,83.047,83.49,83.65,83.647,83.618,83.621,83.72,83.895,84.129,84.338,84.513,84.535,84.632,84.857,85.043,85.424,85.675,86.01,85.945,85.928,86.025,86.23,86.599,87.036,87.446,87.558,87.814,88.086,88.509,88.852,89.066,89.054,88.929,89.027,89.415,89.768,90.175,90.592,90.987,90.699,90.212,89.842,89.936,90.79,91.569,91.99,91.856,91.591,91.333,91.507,91.927,92.402,93.096,93.499,93.629,93.686,93.534,93.401,93.53,93.816,94.193,94.488,94.662,94.959,95.083,94.975,95.185,95.777,96.538,96.943,97.111,97.287,97.545,97.94,98.076,98.376,98.425,98.349,98.291,98.416,98.547,98.746,98.845,99.041,99.202,99.218,99.325,99.558,99.572,99.621,99.516,99.598,99.599,99.781,99.804,99.671,99.571,99.772,100.103,100.578,100.887,101.12,101.515,101.791,102.085,102.082,102.022,101.945,102.077,102.374,102.896,103.263,103.376,103.268,102.839,102.749,102.9,103.273,103.49,103.449,103.174,102.859,103.039,103.06,103.585,104.061,104.529,104.545,104.16,103.537,103.59,103.999,104.362,104.601,104.6,104.875,105.163,105.472
"1152","310","        Child care","DCHCRA3",89.535,89.779,89.86,90.381,89.864,89.881,89.085,88.354,87.808,87.538,87.294,86.882,86.485,86.555,86.621,86.516,86.402,85.698,85.291,84.74,84.78,85.227,85.849,86.209,86.156,86.263,86.208,86.552,86.84,86.933,87.32,87.401,87.487,87.265,86.938,86.129,85.743,85.738,85.549,85.337,85.188,86.09,86.942,86.646,86.923,87.056,87.316,87.876,88.738,89.278,89.655,89.506,89.448,89.648,89.407,89.024,89.055,89.159,89.544,89.926,90.106,90.101,90.219,90.285,90.428,90.41,89.947,90.113,90.614,91.336,92.014,92.38,92.674,92.914,93.179,93.28,93.13,93.559,94.088,94.495,94.791,94.106,93.883,93.8,93.897,93.992,94.075,94.181,94.23,93.991,93.999,94.205,94.082,94.256,94.309,94.358,94.097,93.974,94.018,93.904,94.15,94.319,94.772,94.746,95.134,95.645,95.956,95.955,95.634,95.132,94.737,95.181,95.806,95.926,96.207,96.052,96.443,95.233,94.413,94.015,94.343,94.86,95.238,95.063,94.595,94.048,93.428,93.493,93.785,93.995,94.433,94.861,94.103,94.499,94.481,94.458,94.529,94.728,95.268,95.852,96.543,97.589,98.267,98.567,99.059,99.859,100.54,100.82,100.766,101.148,101.468,102.282,102.2,102.695,102.653,102.366,101.701,101.837,101.897,102.116,102.011,101.717,101.303,100.325,99.681,99.139,98.948,99.004,99.346,99.562,99.516,99.508,99.371,99.162,98.872,99.27,100.039,101.445,101.903,102.005,102.055,101.367,100.721,99.628,98.778,97.864,97.46,97.342,97.823,98.346,98.24,97.526,97.236,97.333,97.809,98.648,99.062,99.162,98.946,98.44,98.994,98.4,99.153,99.375,98.995,98.519,98.132,97.984,98.078,98.362,98.192,98.272,98.149,98.568,98.771,98.804
