"","Table 1AU2# Real Manufacturing and Trade Inventories, Seasonally","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"88","9","    Industrial machinery","WKS350",39173,39095,38859,38949,38834,38744,38643,38421,38141,37749,37380,37253,37090,36938,36892,36579,36588,36241,36162,36009,36089,36039,36155,35814,35588,35587,35627,35940,36014,36040,35984,36124,35840,36112,36260,36591,36680,36884,37183,37274,37567,37906,38145,38419,38753,38765,38926,39389,39912,39812,39950,39850,40010,40497,40686,40767,40734,40801,40914,40901,41102,41180,40973,41127,41186,41012,40887,40744,40785,40763,40806,40629,40669,40889,40821,40819,40600,40309,40303,40112,40154,40069,39831,39681,39453,39188,39370,39352,39517,39512,39734,40114,40441,40403,40741,40535,40110,40036,39984,40339,40503,41065,41406,41729,42196,42675,42812,43364,43955,44263,44905,45132,45261,45991,46324,46972,47214,47419,47820,48182,49794,50132,50624,50850,51508,52010,52383,52771,53537,54003,54948,55747,56980,57361,57529,58059,57977,57304,57768,58131,57878,57963,58364,57549,58395,58162,58214,58929,59373,59709,60050,60231,60338,60888,61227,61668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","10","    Electronic machinery","WKS360",23493,23447,23356,23269,23280,23326,23232,23081,22837,22474,22141,22107,21970,21809,21803,21857,21826,21913,21931,21866,21805,21707,21558,21337,21369,21378,21466,21511,21591,21604,21578,21554,21650,21717,21843,21944,21803,21805,21755,21648,21637,21679,21667,21752,21775,21818,22093,22183,22185,22427,22313,22468,22448,22325,22557,22760,22700,22859,22893,23095,23156,23217,23217,23185,23189,23130,23224,23175,23178,23107,23099,22885,22648,22527,22559,22579,22457,22399,22413,22238,22294,22251,22227,22255,22296,22417,22499,22436,22399,22655,22543,22778,22861,22592,22649,22886,22927,23035,23199,23365,23598,23573,23723,23808,23766,23892,24108,24081,24338,24548,24757,24996,25333,25560,25834,26105,26410,26698,26985,27328,27741,28207,28444,28569,28708,28989,29484,29771,30177,30680,30315,30712,31122,30926,30828,31147,31138,31407,31318,31486,31703,31868,32157,31991,32487,32694,32935,33434,33885,34197,34984,35244,35501,35701,35952,36167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","11","    Transportation equipment","WKS370",76970,76926,76404,76718,75992,76944,77172,77540,77432,76497,76750,76287,75983,75639,76749,76645,76596,76265,75306,74594,75178,75094,75150,73637,73800,73664,73739,73778,73907,73872,74152,74440,75463,76042,76977,76840,77259,77670,78352,79033,79961,81290,80948,80302,81164,81697,82500,83832,84889,85514,86311,86503,87634,88467,89986,90002,89448,90060,90998,92257,93725,93459,93485,94823,96059,95527,97078,96643,96931,97403,99399,98550,98283,98079,97075,96758,95240,94939,93988,92803,93761,92703,92285,91443,90236,89010,88337,86615,85305,84560,83073,83248,81897,81861,80288,79729,79051,79651,79789,79543,79430,79822,79392,78709,79267,78634,79121,77771,78291,78059,77233,77480,78162,78061,76958,77029,76479,76530,75346,76137,75403,73888,74287,74195,73933,72826,73069,71897,71998,72441,71219,70985,72074,70939,71764,71551,70953,71689,72409,71663,72008,73025,73643,73497,74501,75076,74056,74506,74465,73918,74461,73980,74084,75121,73066,74932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","12","      Motor vehicles","WKS3710",15954,16062,15939,16081,15886,16091,16186,16446,16208,16090,15900,15904,15713,15739,15586,15616,15714,15313,15228,15002,14834,14950,15155,15109,14725,14856,15146,14984,15104,15138,15035,14791,15225,15325,15386,15492,15615,15464,15339,15328,15288,15445,15125,15288,15243,15207,15359,15497,15881,15813,15841,15816,16061,15861,16675,16383,15941,15935,15729,15415,15753,15290,15163,15442,15755,15541,16030,15661,15563,15463,15811,16309,16518,16560,16152,16118,15729,15752,15578,15673,15762,15868,16076,15953,15695,15641,15908,15886,15841,16000,15609,16325,16615,16546,16279,15932,15783,16033,16192,16290,16225,16397,15763,16524,16572,16736,16786,16926,16955,17089,17024,16927,17387,17560,17745,17641,17842,17733,18022,18398,18402,18410,18475,18483,18652,18525,18534,18278,18170,18369,18485,18559,18849,18652,19087,18774,18555,18358,18712,18498,18513,18721,18363,18521,18536,18756,18910,19135,19435,18885,19033,19019,19258,18923,18796,18885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","13","      Other","WKS37X0",61149,60986,60588,60754,60225,60973,61102,61194,61343,60517,60983,60506,60404,60024,61327,61189,61030,61132,60246,59765,60546,60333,60164,58669,59256,58974,58732,58951,58951,58878,59277,59838,60407,60890,61778,61522,61813,62401,63237,63946,64939,66124,66125,65286,66216,66800,67452,68661,69318,70030,70814,71038,71924,72998,73651,73990,73910,74543,75727,77357,78485,78722,78886,79948,80870,80560,81612,81569,81971,82565,84225,82807,82301,82044,81466,81179,80052,79719,78936,77627,78505,77315,76665,75938,74984,73793,72824,71098,69816,68891,67794,67214,65533,65569,64254,64054,63523,63867,63840,63488,63441,63658,63893,62394,62910,62096,62537,61021,61516,61141,60372,60723,60932,60649,59341,59519,58753,58919,57418,57827,57082,55540,55876,55775,55332,54345,54583,53665,53881,54122,52768,52455,53255,52313,52695,52805,52428,53375,53734,53203,53535,54347,55344,55032,55990,56332,55182,55355,55017,55039,55347,54956,54815,56223,54276,56072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","14","    Instruments","WKS380",13740,13949,14071,14209,14221,14420,14512,14555,14653,14715,14729,14776,14695,14625,14724,14772,14857,14939,15000,15029,15144,15166,15201,15176,15086,15090,15017,15063,15184,15305,15346,15419,15625,15617,15731,15827,15835,15743,15589,15476,15618,15364,15393,15479,15443,15382,15474,16470,16767,16887,17229,17426,17386,17518,17440,17494,17496,17499,17489,16967,17347,17405,17574,17626,17673,17564,17553,17681,17633,17787,17699,17427,17332,17296,17109,17226,17178,17311,17342,17385,17410,17459,17412,17692,17633,17587,17599,17558,17604,17616,17691,17677,17690,17582,17431,17634,17483,17586,17583,17530,17416,17401,17276,17236,17261,17387,17136,16984,16960,16858,16773,16705,16895,16942,16830,16899,16937,16895,16971,17035,16993,17205,17302,17432,17441,17806,17923,18090,18344,18631,18945,19173,19335,19510,19688,19844,19954,19845,20199,20360,20416,20655,20312,20258,20156,20183,20274,20415,20566,20786,21035,21300,21428,21652,21835,21974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","15","    Other manufacturing","WKS390",8205,8307,8334,8304,8255,8189,8183,8195,8192,8217,8356,8106,7983,7958,7862,7933,7870,7767,7977,8045,7931,8012,8067,8222,8331,8448,8413,8538,8636,8571,8651,8611,8431,8361,8327,8328,8340,8365,8330,8092,8312,8405,8480,8510,8475,8529,8605,8717,8675,8633,8617,8574,8474,8594,8424,8503,8606,8618,8657,8553,8622,8696,8856,8951,8963,8826,8809,8862,8898,8841,8834,8755,8663,8709,8578,8435,8367,8330,8147,8195,8451,8484,8522,8669,8742,8669,8775,8843,8974,8947,8997,9016,8872,8845,8784,8697,8697,8657,8722,8921,9158,9105,9148,9207,9017,9153,9168,9274,9212,9320,9259,9054,8922,8816,8989,9014,8966,8823,8826,8762,8764,8621,8336,8427,8364,8332,8170,7935,8044,8067,8102,8091,8095,8277,8188,8265,8369,8213,7941,8285,8469,8554,8573,8501,8361,8414,8443,8359,8288,8380,8168,8382,8391,8504,8531,8604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","16","  Nondurable goods","WKSMN0",182351,183577,183489,183636,183579,183272,182441,182267,182085,182741,182822,184776,182762,183865,184025,185650,185179,185786,186643,185873,184404,185351,186338,187597,188176,188406,188408,187926,188527,188317,188052,189264,189729,190140,190942,192130,192053,192909,194087,194164,194862,195814,195417,196189,196278,196889,197470,198447,198179,198049,198696,199939,200586,202220,203513,204295,204491,204473,204836,203756,204905,205828,206322,205837,207046,207337,208635,207978,209262,208785,208521,209530,210945,211665,211303,211846,210896,210683,209650,209684,211013,211634,212843,213891,213413,213983,214477,214581,215358,214895,216186,217801,218366,219125,218199,219086,220226,219362,219728,220292,220813,221029,220375,220979,220404,220096,220097,218751,218286,218923,219583,219603,220179,220098,222555,222278,221527,222141,222292,222898,224322,225118,225962,226442,227231,228048,228154,227466,228395,227466,226684,227401,227805,227949,227945,227538,226001,226003,225622,225596,226446,227240,227995,228239,228714,229213,230530,231677,232585,233141,232358,233914,235147,236570,237534,238275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","17","    Food and kindred products","WKS200",38121,38456,38370,38653,38574,38457,38589,38883,38813,39194,38686,38952,38692,38602,38573,38842,38384,38601,39245,39019,38335,38602,38685,38727,39140,39128,39163,39301,39621,39981,39335,39285,40070,40143,40094,39998,39794,39928,39991,40019,40156,40634,39858,39938,39712,39869,40220,40903,40826,40768,40784,41507,41097,41367,41824,42053,42320,42230,42468,42764,42622,42692,42814,42800,43141,43143,43525,43959,44403,44556,44620,44451,44852,44918,44597,44886,44333,44286,43846,44022,44804,44956,45158,45276,44969,45305,45567,45162,45874,46016,46333,46890,46737,47004,46623,46625,46789,46735,46520,46684,46819,47017,46830,46413,46010,45923,45900,45703,45534,45249,45611,45952,46320,46251,47096,47245,47145,47379,47200,46964,47548,47464,47602,47431,47520,47556,47596,47315,47887,48145,48034,48096,47943,48059,48062,48163,47587,47366,47389,47365,47910,48210,48631,48643,48250,48530,48805,49029,49103,49469,49511,49836,49968,50261,50464,50597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","18","    Tobacco products","WKS210",9012,8973,8776,8691,8604,8440,8375,8305,8343,8468,8335,8346,8290,8355,8312,8259,8200,7960,7884,7786,7830,7873,8005,8105,8075,8065,8131,8150,8298,8403,8349,8235,8115,7944,7931,7907,7892,7873,7952,7938,7870,7876,7855,7899,7867,7971,7869,7789,7381,7529,7589,7623,7745,7850,7947,7971,8019,8091,8189,8139,8300,8415,8383,8271,8207,8284,8151,8268,8334,8249,8134,8371,8591,8639,8594,8807,8684,8697,8870,8800,8711,8717,8496,8667,8775,8781,8737,8971,9127,8650,8936,9198,8856,9050,8908,8940,8917,8918,9069,8963,9096,9242,9118,9110,9097,8898,8896,8532,8165,7975,8348,8249,8309,8304,8191,7948,7940,7744,7794,7870,7770,7852,7703,7670,7621,7663,7746,7897,8140,7980,7855,7970,7970,7910,7900,7776,7768,7784,7649,7780,7908,7998,8108,8153,8120,8146,8131,8290,8264,8283,8315,8265,8248,8319,8263,8217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","19","    Textile mill products","WKS220",8504,8591,8465,8385,8262,8221,8151,8132,8343,8474,8461,8464,8175,8362,8442,8507,8510,8660,8592,8390,8468,8334,8415,8539,8558,8754,8946,8960,8907,8921,8891,9111,9044,9058,9080,9031,9057,8978,8992,9021,9026,9114,9143,9096,8943,9051,9167,9157,9134,9059,8918,9011,9097,9091,9163,9217,9131,9139,9013,9073,9035,9126,9189,9185,9179,9114,9101,9113,9205,9221,9135,9073,9070,9013,8884,8861,8863,8818,8853,8844,9019,9072,8934,9015,9083,9100,9111,9090,9202,9281,9372,9438,9489,9463,9407,9401,9443,9437,9515,9613,9709,9660,9640,9656,9762,9803,9931,10034,10282,10326,10367,10356,10365,10332,10349,10288,10279,10326,10371,10367,10330,10316,10371,10357,10377,10383,10346,10295,10300,10288,10281,10231,10161,10152,10075,10042,10028,9989,9994,10068,10071,10121,10197,10194,10123,10111,10138,10203,10206,10248,10261,10342,10292,10295,10247,10266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","20","    Apparel products","WKS230",11123,11088,10938,11127,11106,11187,11223,11148,11184,11108,11148,11466,11585,11583,11691,11760,11624,11532,11412,11493,11487,11505,11506,11335,11534,11617,11517,11421,11363,11328,11457,11387,11398,11455,11377,11740,11660,11703,11930,12059,12241,12370,12237,12329,12162,12002,12009,11812,11548,11325,11257,11263,11232,11127,11313,11348,11426,11520,11714,11412,11684,11789,11633,11297,11416,11474,11478,11415,11423,11226,11072,11170,10910,10858,10702,10688,10740,10705,10641,10701,10787,11055,11262,11459,11618,11633,11726,11759,11744,11733,11784,11689,11696,11624,11520,11859,11956,12119,12383,12493,12638,12745,12809,12930,13025,13101,13001,12963,12915,12959,12869,12851,12895,13074,13130,13263,13277,13290,13546,13479,13531,13683,14093,14012,14028,13926,13899,13841,13658,13567,13549,13328,13346,13207,12860,12698,12462,12286,12162,11988,11971,11951,11768,11673,11905,11947,11994,12119,12256,12370,12421,12527,12524,12568,12475,12485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","21","    Paper and allied products","WKS260",15758,15797,15942,15800,15704,15700,15428,15592,15568,15663,15672,15816,15763,15719,15858,15949,15978,16032,16328,16328,16174,16122,16144,16168,16290,16439,16681,16575,16722,16681,16625,16697,16671,16596,16510,16744,16682,16560,16472,16514,16510,16523,16578,16711,16849,16944,17093,17189,17092,16948,16923,16925,17120,17409,17583,17778,17854,17915,17893,17858,18038,18024,17967,17925,18022,18157,18208,18052,18068,17972,18003,18159,18337,18524,18638,18610,18561,18499,18477,18217,18401,18619,18857,19021,19191,19151,19202,19275,19338,19188,19245,19324,19378,19462,19565,19214,19275,19284,19284,19250,19175,19093,19084,19259,19104,19122,19075,19108,18960,19125,19121,19195,19284,19315,19339,19324,19177,18966,18901,18830,18930,18927,19027,19130,19165,19541,19579,19476,19624,19744,19646,19728,19806,20016,20196,20152,20066,20078,20116,20223,20170,20082,19997,19905,20002,20092,20442,20260,20261,19956,19929,20025,20243,20256,20350,20644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","22","    Printing and publishing","WKS270",11534,12148,12053,12051,11969,11969,11847,12046,12052,12055,11958,11999,11835,12027,11871,12002,11928,11944,12113,12127,11966,12199,12228,12107,12325,12308,12355,12290,12471,12367,12256,12248,12359,12399,12558,12612,12502,12642,12719,13004,13064,13093,13103,13244,13371,13307,13218,13374,13455,13505,13443,13358,13580,13626,13567,13463,13580,13533,13666,13563,13521,13540,13627,13621,13708,13739,14088,13999,13798,13846,13956,13822,14060,14248,14213,14042,13860,13876,13688,13604,13496,13585,13516,13532,13499,13367,13373,13442,13265,13220,13147,13431,13637,13604,13473,13448,13612,13365,13265,13246,13334,13344,13225,13303,13310,13136,13078,13059,12953,12981,13003,12937,12950,12923,13099,13040,13044,13166,13185,13298,13442,13550,13989,13980,14062,14115,14118,14039,13916,13734,13685,13533,13695,13651,13411,13443,13377,13520,13384,13355,13094,13411,13775,13506,13482,13500,13580,13785,13935,13865,13592,13837,13833,13927,14003,14185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","23","    Chemical and allied products","WKS280",47038,47395,47691,47512,48280,48692,48608,48734,49111,48900,49098,48515,48326,48275,48351,48786,48691,49089,49222,48760,48640,48911,49013,50057,49755,49504,48902,48882,48827,48245,48751,48705,49004,49396,49663,50131,50758,51349,51283,50505,50600,50857,51016,51420,51729,51996,52183,52710,52712,53118,54014,54375,54817,55206,55401,55874,55894,55829,55748,55194,54614,55153,55308,55825,56078,56238,56900,56553,56838,57145,57295,57574,58136,58158,58564,58603,58475,58392,58153,58261,58310,58471,59016,59004,58611,59195,59320,59551,59406,59263,59639,60176,60455,60959,60980,61176,61709,61205,61301,61234,61296,61246,61128,61639,61653,61537,61547,61150,61308,61719,61519,61615,61555,61290,61982,61519,61091,61079,61181,61614,61589,61627,61432,62028,62618,63060,63513,63600,63991,63631,63278,63724,63861,63797,64190,64433,64168,64307,64085,64297,64702,64848,64784,65357,65360,65698,65821,66250,66357,66729,66552,66565,67476,68242,68751,68818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","24","    Petroleum products","WKS290",24203,23703,24018,24070,24061,23512,23040,21926,20844,21250,22000,23411,22041,22505,22288,23524,24275,24776,24594,25168,24131,24703,25295,25672,25095,24887,24853,24334,24034,24096,24222,25436,24990,25240,26046,26308,26243,26699,27665,27614,27839,27733,28053,27516,27463,27468,27179,26902,27501,27218,27087,27582,27371,28325,28270,28101,27287,27122,27063,26542,28655,28583,29111,28761,28851,28276,27775,26763,27447,26560,26493,27281,27315,27891,27892,28096,28455,28681,28299,28518,28970,28121,28808,28938,28186,28325,28649,28144,28041,28349,28609,28237,28608,28261,27836,28436,28794,28685,28539,29045,28548,28319,28200,28328,27744,28332,28418,27534,27543,28250,28078,27615,27566,27574,28450,28697,27978,28734,29194,29112,29943,30086,29534,29485,29600,29473,28774,28459,28507,27740,27904,28795,28941,28847,29121,28752,28556,28597,28844,28318,28360,28021,27876,28019,29065,28497,29113,28923,29375,29279,28742,29788,29885,29855,30273,30273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","25","    Rubber and plastic products","WKS300",13758,13949,14015,14081,13999,14106,14129,14231,14354,14130,14154,14442,14502,14708,14700,14632,14645,14536,14435,14286,14356,14283,14443,14582,14587,14665,14652,14637,14752,14674,14749,15173,14965,14935,15010,15009,14921,14869,15084,15223,15289,15420,15486,15557,15745,15894,15919,15945,16188,16263,16507,16343,16400,16477,16619,16673,16701,16679,16608,16520,16486,16530,16523,16406,16685,16796,16997,17079,17294,17581,17467,17499,17596,17506,17490,17655,17632,17607,17619,17715,17614,17662,17725,17751,17711,17509,17384,17483,17496,17561,17552,17630,17843,17900,18041,18287,18171,18067,18140,18254,18451,18448,18419,18481,18560,18524,18657,18616,18695,18812,18885,18826,18825,18880,19121,19211,19480,19646,19292,19724,19863,20216,20244,20411,20334,20310,20292,20187,20127,20102,20071,20193,20274,20402,20586,20516,20433,20555,20590,20612,20768,20850,20885,21017,21136,21217,21238,21313,21407,21523,21459,21483,21536,21662,21761,21726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","26","    Leather and leather products","WKS310",2438,2436,2407,2424,2382,2358,2403,2453,2472,2477,2476,2548,2527,2602,2652,2557,2529,2480,2452,2448,2461,2474,2430,2412,2450,2448,2430,2439,2397,2435,2416,2342,2342,2355,2375,2410,2435,2468,2477,2473,2517,2340,2468,2551,2577,2538,2576,2504,2563,2510,2464,2459,2474,2466,2431,2367,2422,2447,2426,2443,2372,2357,2371,2387,2378,2433,2495,2507,2451,2366,2321,2276,2221,2198,2160,2131,2070,2017,1971,1918,1914,1921,1959,2005,2078,2082,2003,2035,2092,2073,2059,2034,2042,2072,2060,2106,2080,2024,2037,2005,1913,1928,1938,1920,1898,1837,1781,1809,1788,1810,1833,1852,1859,1857,1855,1902,1912,1943,1942,1909,1959,1940,1951,1952,1989,1993,1970,1962,1932,1900,1869,1869,1890,1945,1911,1858,1858,1849,1900,1873,1884,1879,1903,1920,1869,1877,1857,1910,1948,1956,1958,1944,1943,1964,1953,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","27","Trade total","WKS50",447854,450903,450223,452805,454037,455490,459980,463053,461606,467001,471355,472403,476211,480145,482981,485813,484129,485873,487950,488733,487606,489565,488204,485521,489626,493113,498278,501063,504839,506846,505744,502700,504693,511329,514918,519989,519044,521877,522673,524841,524382,529243,529729,533993,535192,534952,535727,537970,540839,544720,545577,545806,548494,550083,550255,549718,549760,552686,556833,557650,549929,549456,554447,556158,561214,562596,564909,565180,565948,566307,567559,564305,567753,565418,559938,559481,558273,558254,559648,560204,562829,565730,566389,569454,568448,568144,569427,572899,570453,574947,577298,576707,576350,577245,581210,584822,588582,592438,597603,599387,599356,601435,601398,600622,604976,603929,608001,609663,609375,612650,613298,614303,622575,627208,629055,633391,636257,640950,645386,649180,654688,656909,660412,664163,665193,668619,669493,672302,673071,676893,678120,674584,675779,675576,670170,676018,677360,676454,680153,681145,680653,684135,684774,685065,684831,689114,689609,696907,699675,705082,707485,707828,714773,718000,722147,726917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
