"","Table 2#4#4U# Chain-Type Price Indexes for Personal Consumption ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201"
"77","69","P1MEAG D         Other meats","P1MEAG3",25.285,25.031,24.803,24.475,24.048,24.476,24.451,24.452,24.577,24.452,24.351,24.452,24.427,24.451,24.73,25.005,24.754,24.502,24.426,24.401,24.45,24.502,24.703,24.728,24.753,25.129,26.692,27.098,28.509,28.736,28.51,28.585,28.358,28.106,28.484,28.484,28.435,28.611,28.837,29.065,29.267,29.967,31.508,32.19,32.796,33.147,32.945,32.618,32.366,32.642,33.022,33.046,33.906,34.61,35.593,36.476,38.382,42.272,46.189,47.99,47.668,44.766,43.609,44.414,44.922,45.9,49.2,51.07,50.715,51.096,51.114,49.425,49.202,49.784,50.917,51.168,54.365,59.146,60.678,61.57,64.388,68.505,68.043,67.604,68.249,67.178,68.698,72.532,72.227,70.524,71.792,71.881,71.377,72.758,74.602,74.148,73.528,73.002,71.999,71.143,71.59,71.913,72.43,72.705,72.521,72.221,71.682,71.954,72.132,71.737,74.008,75.726,76.535,76.611,78.008,78.883,78.708,78.67,79.35,79.212,79.294,79.662,80.838,82.527,84.644,86.534,88.609,90.105,90.317,90.199,89.885,90.238,90.005,89.308,89.047,89.961,89.134,89.969,90.284,91.463,91.987,91.949,91.44,91.759,91.343,92.378,92.349,94.269,94.531,94.516,95.766,96.995,97.397,97.874,98.047,97.326,97.249,96.203,96.156,96.591,97.167,97.217,97.076,98.479,97.8,99.238,101.05,101.908,101.31,102.068,102.81,105.279,105.046,105.869,107.096,107.908,105.915,107.858,110.143,112.952,113.672,113.122,113.71,115.731,115.911,115.813,117.098,118.129,117.645,118.148,118.396,121.215,121.314,121.524,120.374,123.12,123.385,122.351
"78","70","P1POUG D         Poultry","P1POUG3",38.898,37.776,37.584,36.595,38.828,38.825,38.658,36.982,37.903,34.953,33.034,32.471,37.625,35.858,36.412,36.322,36.591,36.006,35.762,35.764,35.106,34.788,35.542,35.497,35.588,36.253,37.298,36.08,38.552,39.116,38.929,36.461,35.998,35.787,36.397,35.178,36.373,37.002,37.609,36.857,37.26,38.403,40.832,39.683,39.846,39.197,38.572,37.824,38.19,39.03,40.193,38.925,39.516,39.05,40.051,39.725,45.852,53.928,66.015,54.115,55.414,50.357,50.682,54.1,54.558,54.522,62.66,61.077,57.614,56.646,56.777,52.279,54.38,56.531,57.675,56.106,57.644,61.786,64.391,62.968,65.913,66.742,63.351,60.938,64.669,62.296,68.992,71.862,70.784,68.369,70.326,67.184,67.528,67.645,68.093,66.337,66.319,65.929,68.787,69.557,75.706,74.81,74.1,72.394,73.74,72.695,72.343,72.971,73.205,73.414,82.88,81.67,78.692,76.354,75.681,73.534,73.151,76.937,87.981,85.465,86.153,91.032,90.365,85.202,86.861,87.691,88.577,86.297,87.022,86.617,86.647,85.161,84.226,84.327,86.416,86.368,86.934,87.713,88.191,89.647,89.542,90.577,90.933,89.335,89.534,89.966,91.216,92.647,93.732,94.33,97.342,99.261,99.182,98.015,98.465,98.048,97.269,97.824,98.936,99.648,99.083,98.705,98.73,98.666,99.557,100.19,100.458,99.784,101.377,102.708,103.791,104.713,104.842,104.185,104.529,104.558,104.322,104.665,105.893,108.337,109.81,113.102,116.393,115.458,114.875,115.295,117.165,116.353,113.662,113.263,114.415,114.128,114.919,119.657,122.517,121.853,122.805,124.385
"79","71","P1FISG D         Fish and seafood","P1FISG3",13.9,13.859,13.777,13.736,13.736,13.777,13.838,13.921,13.982,14.023,14.146,14.35,14.536,14.74,14.843,14.781,14.76,14.76,14.637,14.637,14.41,14.248,14.247,14.432,14.617,14.719,14.862,14.924,15.108,15.659,15.967,16.213,16.357,16.294,16.213,16.235,16.314,16.399,16.664,16.828,16.992,17.237,17.605,17.954,18.465,18.956,19.345,20.02,20.59,21.022,21.515,21.658,22.214,22.805,23.357,23.992,24.565,25.989,26.976,28.426,29.698,30.42,30.666,31.355,31.933,32.426,33.489,34.454,35.577,36.564,37.442,38.344,39.016,40.35,41.78,42.581,42.936,44.224,45.179,46.175,46.53,48.029,49.574,50.428,50.533,52.218,53.314,54.852,56.113,56.387,57.013,57.23,58.289,58.533,58.253,58.086,58.278,58.652,58.288,58.863,58.833,59.62,60.403,60.854,61.262,61.458,62.618,64.333,65.727,66.783,68.498,69.538,71.995,73.934,75.06,76.048,76.556,77.994,78.242,78.816,79.777,80.571,82.067,80.813,82.261,81.198,81.718,82.554,81.999,81.817,81.714,82.964,83.144,83.357,83.527,83.081,85.214,85.296,84.983,86.182,86.758,87.921,89.335,89.823,90.804,92.387,92.912,92.758,92.039,92.251,91.762,92.893,93.962,93.845,94.103,94.697,95.236,95.485,96.586,96.449,96.201,97.058,97.514,98.601,98.81,100.138,100.662,100.363,100.721,100.826,100.21,99.761,98.205,99.53,98.997,98.444,98.78,99.482,100.218,100.793,101.2,101.6,102.417,103.188,103.748,104.653,105.174,106.922,108.172,109.412,111.15,111.58,112.956,115.633,115.378,116.47,117.235,120.939
"80","72","P1GGSG D         Eggs","P1GGSG3",48.301,42.983,45.941,42.988,41.995,49.771,47.697,54.249,51.042,48.713,48.226,46.369,46.988,45.364,44.81,46.104,48.136,46.525,46.027,45.427,47.597,45.725,46.568,44.32,41.198,45.773,45.074,47.881,50.625,51.506,51.678,51.141,43.959,43.789,43.052,40.851,39.484,45.142,48.821,51.562,52.334,52.663,52.998,58.771,61.823,51.423,52.534,48.789,46.843,48.687,45.925,44.526,42.681,46.092,46.515,49.535,57.688,65.462,77.404,73.859,75.291,65.036,62.999,71.048,66.537,68.985,66.813,68.332,70.894,72.37,75.631,76.614,78.884,70.778,71.984,63.909,64.467,66.933,68.197,70.204,74.732,76.478,72.621,70.561,67.559,67.663,74.493,77.676,75.377,77.193,78.861,79.124,79.57,75.913,74.095,70.902,69.581,76.912,80.425,85.929,103.412,93.485,77.92,71.925,66.901,69.972,75.236,76.527,75.866,76.262,78.44,76.785,75.071,72.962,72.47,68.034,67.248,69.051,80.405,76.91,86.269,93.209,92.527,98.001,100.448,96.348,91.498,97.067,98.83,93.305,92.233,89.848,82.362,82.306,82.753,85.281,87.384,94.397,88.984,86.631,87.918,87.481,86.877,84.944,84.892,86.948,93.758,100.196,106.406,107.204,107.718,110.715,107.519,106.271,105.913,105.789,102.911,103.08,102.439,102.435,100.667,98.183,98.22,91.57,96.398,98.709,100.677,104.291,106.236,105.349,102.23,99.855,102.231,104.579,106.643,105.99,107.777,113.348,122.166,133.64,141.521,133.85,120.574,109.735,107.402,106.506,110.956,112.118,110.928,113.701,112.986,120.245,133.539,139.37,155.194,164.024,173.52,172.623
"81","73","P1MILG D         Fresh milk and cream","P1MILG3",26.03,26.229,26.362,26.427,26.735,26.823,26.911,27.043,27.02,27.087,26.955,26.933,27.086,26.823,26.823,26.669,26.647,26.757,26.735,26.801,26.845,26.889,26.713,26.758,26.844,26.469,26.604,26.822,27.394,27.878,28.861,29.373,29.307,29.351,29.506,29.858,30.231,30.671,30.935,31.221,31.242,31.374,31.749,32.075,32.737,32.825,33.045,33.242,33.308,33.813,34.254,34.034,34.343,34.43,34.188,34.341,35.308,35.947,37.141,41.862,44.537,46.039,44.67,44.846,45.444,44.604,45.776,45.925,47.38,47.181,47.182,48.037,47.733,47.755,47.929,48.303,48.681,50.038,51.154,52.666,54.327,55.292,56.879,58.645,59.338,60.657,61.64,62.892,64.106,64.6,64.74,64.883,64.697,64.924,64.999,64.772,65.261,65.207,65.303,64.963,64.975,65.201,65.559,66.544,66.704,66.67,66.484,65.798,65.4,65.712,66.259,66.552,66.778,67.08,67.592,67.854,67.504,68.136,68.984,69.996,71.847,72.995,73.552,76.384,81.164,80.653,81.805,81.394,78.068,78.429,78.236,79.004,80.746,80.188,81.912,82.314,81.503,81.264,83.196,82.891,84.557,84.732,84.006,83.952,84.084,84.155,83.908,84.824,87.234,88.197,91.6,95.19,93.308,91.582,89.788,92.864,93.348,92.818,93.387,96.88,103.306,95.705,96.285,103.994,98.82,99.442,100.65,101.023,102.753,104.075,105.813,105.723,104.136,103.334,101.942,101.167,101.261,101.167,103.362,108.284,107.388,119.444,120.397,116.059,117.626,117.41,117.406,119.008,118.763,115.667,114.683,116.67,118.994,124.202,137.571,139.393,137.942,136.85
"82","74","P1DAIG D         Processed dairy products","P1DAIG3",15.062,15.083,15.147,15.168,15.381,15.509,15.614,16.251,16.785,16.659,16.723,16.616,16.574,16.659,16.638,16.574,16.489,16.617,16.787,16.809,17.022,17.107,17.064,17.362,17.49,17.618,17.682,17.724,18.511,19.406,20.076,20.941,20.771,20.578,20.494,20.579,20.708,20.921,21.175,21.367,21.516,21.921,22.433,22.858,23.283,23.626,23.987,24.223,24.434,24.775,25.287,25.222,25.182,25.394,26.011,26.096,26.459,27.456,28.756,31.371,34.059,35.428,34.444,34.277,34.193,34.705,36.786,39.09,40.689,40.35,40.989,41.391,41.329,41.864,42.436,42.799,43.364,44.521,45.655,47.239,48.648,49.744,51.127,52.405,53.471,55.317,56.896,58.655,60.273,60.891,61.189,61.529,61.997,62.231,62.572,62.698,63.016,63.419,63.504,63.759,63.822,63.993,64.836,65.554,65.997,65.911,66.145,66.165,66.314,66.228,66.669,67.259,68.036,68.119,68.392,68.706,69.187,69.229,69.942,71.158,72.185,72.706,73.607,76.855,78.93,79.468,80.615,80.735,80.165,80.578,80.676,81.256,81.566,81.873,81.994,82.029,81.897,82.08,81.717,81.422,82.084,82.788,82.49,82.484,83.034,83.487,83.44,84.092,85.087,86.464,89.957,92.305,91.073,91.038,89.843,90.926,92.088,92.867,94.434,97.029,98.731,98.565,98.813,99.933,99.943,100.049,100.227,99.783,100.709,102.46,105.341,105.985,106.417,106.311,105.506,104.82,105.155,104.159,105.132,105.806,106.8,110.459,112.052,110.728,110.678,111.201,111.098,111.037,111.207,110.605,110.621,110.505,112.012,113.211,118.128,121.317,123.282,125.239
"83","75","P1FRUG D         Fresh fruits","P1FRUG3",18.838,18.687,19.212,19.915,20.317,20.662,20.791,21.595,21.32,21.141,21.77,20.617,21.419,21.191,21.241,21.941,23.942,24.145,23.547,22.844,23.249,23.974,23.972,23.923,22.946,22.747,22.771,22.674,22.645,23.744,24.242,24.492,23.49,23.197,24.45,25.502,26.832,27.524,27.258,27.48,26.734,26.505,26.429,25.904,26.306,26.604,26.858,27.106,27.325,28.158,29.156,28.684,29.238,29.262,30.035,31.14,32.219,33.319,33.392,35.016,35.214,35.66,37,37.673,38.431,39.884,40.006,36.971,37.53,37.724,38.302,41.822,44.237,44.634,43.165,46.651,49.286,51.526,54.308,53.456,54.337,56.534,58.225,57.752,57.431,57.708,58.595,59.3,59.187,57.774,59.194,61.264,63.914,65.175,63.416,62.064,57.933,58.724,60.186,58.45,59.832,60.214,64.296,68.066,68.773,67.892,65.94,65.816,64.639,65.612,66.941,66.766,70.188,71.411,70.615,71.017,69.433,71.633,77.814,77.437,74.53,75,76.079,78.909,82.057,82.097,83.095,81.341,88.906,93.209,89.904,86.807,83.501,83.376,82.493,81.22,80.188,79.094,81.642,85.141,84.016,83.587,85.146,83.152,86.622,89.315,92.523,90.711,90.799,95.336,95.669,97.624,95.158,95.359,94.684,93.991,95.513,95.478,97.548,97.948,102.101,105.407,103.499,101.464,102.547,96.763,98.964,101.999,100.304,103.614,102.946,103.383,104.418,103.595,104.43,105.902,106.838,107.704,109.959,107.576,108.501,111.158,108.838,115.509,113.295,112.786,116.263,118.195,120.709,119.55,124.337,123.545,127.569,127.467,126.005,129.17,131.768,134.533
"84","76","P1VEGG D         Fresh vegetables","P1VEGG3",16.344,16.476,17.111,18.022,17.612,17.606,17.247,17.437,16.555,16.299,16.829,16.321,16.594,18.259,17.312,17.159,17.454,16.816,17.656,18.209,19.508,18.797,20.017,20.99,20.571,23.141,20.868,19.981,20.798,21.051,21.5,21.501,20.456,20.604,22.157,21.047,22.22,22.453,22.176,23.014,22.918,22.824,23.717,25.519,26.009,25.965,25.209,24.532,24.197,26.484,26.013,27.634,27.325,25.883,27.967,29.93,31.587,34.486,35.791,33.333,35.019,38.986,35.482,34.985,33.841,32.865,38.86,38.445,36.661,36.556,37.217,39.906,43.125,43.496,40.304,41.12,41.333,47.627,46.852,44.314,47.346,42.43,44.414,47.708,41.516,46.292,51.31,55.506,55.972,56.839,57.341,55.019,60.456,57.166,52.365,50.869,49.952,57.318,57.758,60.608,66.716,58.36,60.817,58.079,58.111,56.786,56.399,57.46,55.047,57.894,59.194,61.415,60.37,65.633,64.351,68,70.329,65.024,66.627,67.021,69.444,75.09,75.691,72.171,84.196,70.176,73.535,74.142,71.969,82.645,75.264,72.476,74.009,73.339,76.876,78.546,76.977,82.369,78.326,80.142,76.403,75.892,81.815,87.23,87.732,93.758,87.975,85.966,86.071,89.092,87.144,85.288,86.871,86.027,90.579,93.174,97.496,100.028,97.297,98.054,94.868,93.421,96.451,96.777,95.054,98.658,101.637,104.83,104.942,104.133,105.614,105.598,113.965,112.158,111.154,109.679,111.438,113.468,114.925,116.715,116.124,115.026,114.875,129.776,117.603,126.736,125.651,125.27,127.814,126.43,132.831,130.804,133.797,134.195,132.526,134.209,135.902,138.683
"85","77","P1PFVG D         Processed fruits and vegetables","P1PFVG3",23.064,23.157,23.298,23.031,22.312,22.219,22.243,22.626,23.195,23.386,23.291,23.228,22.92,22.63,22.521,22.402,23.03,23.701,24.214,24.481,24.635,24.598,24.341,24.047,23.667,23.412,23.531,23.961,24.297,24.35,24.224,24.004,24.003,23.699,23.716,23.969,25.171,25.299,25.376,25.358,25.305,25.382,25.544,25.623,25.762,26.011,26.331,26.787,27.206,27.752,28.375,28.518,28.798,28.941,29.091,29.407,29.818,30.589,31.464,34.778,39.441,43.15,44.089,44.042,43.472,42.64,42.508,44.981,45.866,44.994,44.408,44.367,44.528,45.756,46.631,47.783,49.617,50.236,51.121,52.166,53.18,53.73,54.871,55.236,56.25,56.87,58.314,59.695,61.292,63.943,65.898,66.372,67.111,67.361,67.835,67.5,67.157,67.05,67.696,68.422,69.735,70.991,71.615,71.471,71.816,72.164,72.514,72.007,71.356,70.659,70.577,70.493,71.883,72.489,73.115,73.246,74.519,76.104,78.306,80.676,81.855,82.776,83.607,83.139,84.683,86.684,87.208,86.957,85.683,85.398,85.032,85.404,86.375,86.37,86.326,85.797,85.425,85.071,85.427,86.883,88.14,88.335,88.518,87.838,88.603,89.122,89.397,89.406,90.406,92.079,93.974,94.493,94.827,94.684,94.444,94.68,96.249,96.975,97.653,97.723,98.166,98.859,99.235,99.638,99.42,99.795,100.14,100.645,101.797,102.364,103.597,105.142,106.233,106.895,107.431,107.903,107.242,108.212,108.506,108.444,109.009,109.048,109.526,110.131,110.753,113.088,113.843,114.503,115.646,115.933,116.377,117.416,118.496,119.783,121.589,122.334,124.626,129.709
"86","78","P1JNBG D         Juices and nonalcoholic drinks","P1JNBG3",16.532,16.124,15.924,16.025,16.025,16.076,16,16.025,16.102,16.101,16.025,15.95,15.798,15.772,15.772,15.798,15.772,15.798,16.127,16.305,17.007,18.102,18.304,18.329,18.177,17.722,17.697,17.671,17.57,17.722,17.772,17.697,17.62,17.469,17.52,17.545,17.672,17.823,17.975,18.101,18.102,18.177,18.304,18.756,19.617,20.353,20.987,21.394,21.393,21.343,21.317,21.216,21.191,21.139,21.191,21.57,21.999,22.629,23.114,23.571,24.53,26.148,28.43,30.024,31.217,30.548,30.581,33.209,33.9,35.212,38.622,42.375,47.845,58.035,60.482,59.567,59.421,61.243,62.564,63.68,65.11,66.199,67.593,69.3,70.572,73.398,76.305,78.684,80.803,81.659,82.394,82.585,82.948,83.478,83.953,84.424,84.64,84.859,85.524,86.5,86.287,86.19,86.455,86.302,86.457,86.775,86.874,86.971,86.982,86.715,87.2,87.127,88.967,88.415,88.271,87.852,87.816,88.188,87.819,88.138,88.293,89.433,90.401,91.53,91.921,91.798,93.29,93.313,93.344,93.423,92.414,92.755,93.848,94.038,94.682,94.07,94.34,94.186,94.027,95.393,94.085,93.898,94.032,94.321,95.889,96.911,97.272,97.486,96.75,97.307,97.093,96.401,95.692,95.161,95.004,95.246,95.317,95.146,94.956,95.635,96.035,97.14,97.328,97.62,99.194,99.757,100.766,100.262,101.389,101.167,102.05,102.364,101.988,101.729,101.63,102.839,102.049,102.838,101.828,102.108,102.492,102.62,103.06,102.746,103.216,104.826,104.955,105.708,106.437,106.658,107.067,108.36,110.099,111.092,112.493,112.734,114.333,115.394
"87","79","P1CTMG D         Coffee, tea and beverage materials","P1CTMG3",21.45,20.92,20.661,20.793,20.793,20.858,20.76,20.793,20.892,20.891,20.793,20.694,20.497,20.465,20.465,20.497,20.464,20.497,20.925,21.155,22.067,23.487,23.75,23.782,23.585,22.994,22.961,22.928,22.797,22.994,23.06,22.961,22.862,22.666,22.732,22.764,22.929,23.126,23.322,23.487,23.487,23.585,23.749,24.336,25.453,26.408,27.231,27.758,27.758,27.692,27.659,27.527,27.495,27.428,27.495,27.987,28.543,29.361,29.99,30.583,31.828,33.927,36.888,38.957,40.504,39.635,39.678,43.089,43.985,45.687,50.112,54.982,62.078,75.3,78.475,77.288,76.011,72.203,67.972,65.243,63.086,61.438,68.308,73.189,74.364,73.695,73.316,68.97,64.573,62.512,61.316,60.668,63.154,63.943,63.549,63.263,63.875,63.633,63.086,62.971,64.261,65.277,66.18,66.614,66.919,67.328,67.079,66.791,81.16,88.155,84.161,81.519,78.629,73.27,70.939,69.61,70.855,71.623,72.542,72.753,74.742,76.528,75.955,72.415,71.689,72.118,74.002,72.916,72.748,72.159,70.11,68.892,69.33,69.119,67.74,65.118,65.265,67.564,67.656,67.335,68.155,69.111,96.645,104.706,102.257,98.96,97.931,94.948,92.261,90.894,89.255,87.953,89.524,101.29,108.84,104.625,102.704,102.103,100.241,99.158,98.678,98.781,98.814,98.981,100.245,100.382,100.041,99.359,99.368,98.927,98.962,98.859,98.213,97.771,98.28,99.133,100.181,99.423,98.844,99.112,99.506,99.132,99.609,100.085,102.195,104.883,105.461,105.767,106.007,105.972,105.903,107.128,108.867,110.283,111.458,111.341,112.725,115.195
"88","80","P1FATG D         Fats and oils","P1FATG3",25.738,25.045,25.024,25.019,24.428,24.133,24.256,24.405,24.897,26.032,26.5,26.257,26.183,25.959,25.516,25.318,25.021,24.798,24.997,25.072,24.849,24.85,24.974,25.17,26.454,26.726,26.849,26.603,26.654,27.072,27.491,28.157,27.737,27.392,27.246,27.32,27.32,27.22,27.122,27.072,27.221,27.295,27.268,27.418,27.789,28.827,29.42,30.019,30.857,31.52,31.912,32.285,32.31,32.137,31.765,31.718,31.715,32.827,34.339,39.703,42.254,46.885,50.204,57.252,58.765,55.595,52.169,51.355,48.888,46.859,46.61,48.192,49.28,51.82,54.811,54.045,54.575,56.854,58.645,59.246,59.723,61.237,62.442,63.21,63.996,64.93,65.524,67.282,71.835,73.031,72.587,71.164,70.201,70.129,69.545,69.424,69.373,69.251,69.751,73.511,74.926,75.666,78.346,78.235,78.537,78.286,78.707,77.216,77.134,76.099,75.827,75.343,77.224,77.016,76.94,76.538,77.727,78.732,81.111,83.194,84.57,85.822,85.745,86.007,86.72,87.794,89.503,91.233,92.586,92.527,91.887,91.337,90.663,90.365,90.318,90.098,89.976,89.799,90.15,90.11,90.784,91.989,92.948,93.268,93.893,94.417,94.882,95.407,95.858,96.358,96.835,97.149,97.385,97.444,96.9,96.616,96.546,96.702,101.689,104.878,101.824,100.353,100.494,99.554,99.134,99.111,100.561,101.187,103.748,104.723,107.163,106.845,106.622,105.606,104.724,104.815,106.463,106.373,106.489,107.732,110.041,114.633,115.775,114.854,114.005,113.333,113.931,113.746,114.4,113.271,113.518,114.604,115.242,116.014,117.972,119.95,123.519,131.216
"89","81","P1SWEG D         Sugar and sweets","P1SWEG3",16.251,16.251,16.343,16.388,16.411,16.388,16.502,16.318,16.114,16.114,16.022,16.045,16.045,16.045,16.114,16.16,16.251,17.359,18.065,18.024,18.696,18.466,18.102,18.01,18.01,18.033,18.033,17.873,17.576,17.576,17.576,17.851,17.988,18.125,18.262,18.377,18.4,18.537,18.992,19.291,19.542,19.793,19.931,20.113,20.408,20.868,21.12,21.327,21.44,21.669,21.85,21.85,21.942,22.034,21.919,22.033,22.352,22.971,23.429,24.578,27.368,32.105,37.01,45.148,49.978,44.73,42.609,41.747,40.661,39.998,39.447,38.602,39.663,41.783,42.307,43.081,45.142,46.646,47.46,47.864,48.991,50.011,50.842,51.33,54.282,59.492,64.391,68.364,69.363,66.335,65.016,64.725,65.424,65.793,66.54,66.428,66.68,66.997,67.403,67.401,68.37,69.675,70.168,70.008,70.436,70.881,71.509,71.641,72.532,73.179,73.443,73.307,73.896,74.176,74.4,74.372,74.999,75.18,76.537,77.382,78.262,78.781,79.983,80.614,81.47,82.42,83.007,83.978,84.413,85.338,85.837,86.612,87.367,87.84,88.25,88.056,87.646,87.617,87.854,88.402,88.818,88.856,88.771,88.928,88.906,89.586,90.597,91.184,92.482,93.312,94.527,95.072,95.487,96.376,96.803,96.849,97.426,97.567,97.827,98.144,97.877,98.852,99.199,99.695,99.978,99.545,100.193,100.28,100.709,100.708,101.337,101.835,102.211,103.077,103.664,104.054,104.638,105.31,105.332,105.634,105.829,105.721,106.219,106.089,105.828,106.802,107.427,108.984,109.547,111.199,112.001,112.693,113.359,114.185,115.388,116.334,117.451,120.128
"90","82","P1OFDG D         Other foods","P1OFDG3",22.371,21.647,21.796,21.478,21.329,22.053,21.879,22.605,22.349,22.2,22.177,21.945,21.989,21.754,21.713,21.861,22.03,22.071,22.35,22.414,22.881,22.796,22.69,22.776,22.86,23.073,23.221,22.902,22.797,22.818,22.775,22.904,22.924,22.967,23.115,23.243,23.349,23.371,23.562,23.775,23.966,24.222,24.413,24.646,24.923,25.136,25.306,25.582,25.752,25.922,26.135,26.156,26.306,26.432,26.454,26.603,26.816,27.199,27.41,28.387,29.998,31.86,34.784,36.569,37.681,37.719,37.3,37.703,38.533,38.98,39.087,39.703,40.021,40.126,40.273,41.446,42.288,43.082,44.067,44.901,46.261,47.266,48.218,49.233,50.56,52.178,53.313,54.522,56.044,57.233,58.416,59.472,59.96,60.241,60.707,61.09,61.7,62.057,62.167,62.422,62.862,63.487,63.964,64.314,64.771,65.122,65.636,66.048,66.209,66.557,66.943,67.431,68.462,69.029,69.643,70.027,70.393,70.811,71.88,72.91,74.099,75.497,76.197,76.867,77.385,78.207,79.034,80.142,81.202,81.631,82.237,82.319,82.784,83.031,83.269,83.829,84.291,84.653,85.141,85.658,86.08,86.577,87.127,87.347,87.858,88.488,88.757,88.97,89.814,90.812,91.434,92.73,93.247,93.595,94.077,94.729,95.546,95.959,96.639,97.023,97.589,98.014,98.227,98.424,99.14,99.772,100.567,100.49,101.253,101.832,102.549,103.228,102.507,102.848,102.794,103.265,103.483,103.795,104.108,103.768,103.98,104.692,104.644,103.974,104.881,105.831,106.18,106.895,107.263,107.205,107.727,107.417,108.303,109.119,109.7,110.094,111.381,114
"91","83","P1PEFG D         Pet food","P1PEFG3",25.812,25.942,25.94,26.143,26.252,26.424,26.321,26.349,26.705,26.472,26.627,26.73,26.987,26.982,27.006,27.164,27.136,27.315,27.469,27.47,27.675,28.004,28.363,28.615,28.793,29.045,29.197,29.403,29.887,30.32,30.42,30.725,31.007,31.31,31.945,32.481,33.174,33.706,34.444,34.698,34.927,35.489,36.047,36.531,36.962,37.348,37.932,38.544,39.155,39.633,39.89,40.07,40.4,40.554,40.782,41.063,41.293,41.823,42.156,42.516,42.922,43.962,45.034,45.815,46.94,47.097,47.274,47.783,48.293,48.93,49.642,50.177,50.736,51.068,51.573,52.005,52.231,52.332,53.012,53.642,54.494,55.632,57.304,58.474,60.345,61.683,63.396,65,67.07,67.918,69.181,70.569,71.207,71.52,72.153,72.665,73.072,73.305,74.177,74.679,75.129,75.088,76.319,76.644,77.281,77.311,77.656,78.144,78.437,78.391,78.972,79.334,79.541,79.74,80.441,80.563,81.315,81.479,82.423,83.622,85.081,86.121,86.646,87.271,87.377,87.914,89.511,89.726,91.555,91.612,92.161,91.311,91.692,90.182,90.235,89.724,91.578,90.23,89.866,90.301,91.189,92.075,91.807,91.329,91.238,91.527,92.423,93.553,95.123,95.732,96.211,97.687,98.768,98.313,98.102,98.338,98.366,99.18,99.63,99.437,99.667,100.482,100.053,99.96,99.96,99.96,100.021,100.059,100.994,101.913,102.275,102.492,103.189,103.788,104.192,103.075,103.912,104.136,104.642,104.457,106.571,108.267,107.843,108.43,107.844,107.747,107.909,109.21,110.188,113.021,114.265,114.061,114.979,115.024,117.143,119.516,122.227,125.868
